date,nav,shares_outstanding,ex_dividends,shares_change,primary_flow_usd,estimated_aum_usd,primary_flow_pct,primary_flow_z,flow_5d,flow_20d,isin,ticker,currency,source,estimated_net_assets_usd,primary_flow_5d,primary_flow_20d,primary_flow_pct_5d,primary_flow_pct_20d
2003-08-13,46.659923,60900000.0,,0.0,0.0,,0.0,0.0,,,,,,,2841589310.7,-61871505.220000006,-13093118.454999994,-2.1577201693413306,-0.46557479861302775
2003-08-14,47.036161,60900000.0,,0.0,0.0,,0.0,0.0,,,,,,,2864502204.9,-35604106.2,-13093118.454999994,-1.2626584409462687,-0.46557479861302775
2003-08-15,47.107986,60900000.0,,0.0,0.0,,0.0,0.0,,,,,,,2868876347.3999996,-22918142.0,-13093118.454999994,-0.8210180623973727,-0.46557479861302775
2003-08-18,48.005639,60900000.0,,0.0,0.0,,0.0,0.0,,,,,,,2923543415.1,0.0,-13093118.454999994,0.0,-0.46557479861302775
2003-08-19,48.780204,62400000.0,,1500000.0,73170306.0,,2.403846153846154,0.0,,,,,,,3043884729.6,14634061.2,-9434603.154999994,0.48076923076923084,-0.34538249092072004
2003-08-20,48.857176,62400000.0,,0.0,0.0,,0.0,0.0,,,,,,,3048687782.4,14634061.2,-9434603.154999994,0.48076923076923084,-0.34538249092072004
2003-08-21,49.394254,64100000.0,,1700000.0,83970231.8,,2.65210608424337,0.0,,,,,,,3166171681.3999996,31428107.560000002,-5236091.564999994,1.011190447617905,-0.21277718670855156
2003-08-22,48.46502,64100000.0,,0.0,0.0,,0.0,0.0,,,,,,,3106607782.0,31428107.560000002,-5236091.564999994,1.011190447617905,-0.21277718670855156
2003-08-25,49.807785,66100000.0,,2000000.0,99615570.0,,3.0257186081694405,0.0,,,,,,,3292294588.5,51351221.56,-255313.0649999939,1.6163341692517927,-0.061491256300079546
2003-08-26,48.563247,64700000.0,,-1400000.0,-67988545.8,,-2.163833075734158,0.0,,,,,,,3142042080.8999996,23119451.2,-3654740.354999994,0.7027983233357304,-0.16968291008678743
2003-08-27,49.012408,64700000.0,,0.0,0.0,,0.0,0.0,,,,,,,3171102797.6,23119451.2,-3654740.354999994,0.7027983233357304,-0.16968291008678743
2003-08-28,49.501621,64700000.0,,0.0,0.0,,0.0,0.0,,,,,,,3202754878.7,6325404.840000001,-6029498.204999994,0.1723771064870565,-0.24353815380909172
2003-08-29,49.663955,64700000.0,,0.0,0.0,,0.0,0.0,,,,,,,3213257888.5,6325404.840000001,-6029498.204999994,0.1723771064870565,-0.24353815380909172
2003-09-02,50.666494,64700000.0,,0.0,0.0,,0.0,0.0,,,,,,,3278122161.8,-13597709.16,-6029498.204999994,-0.43276661514683157,-0.24353815380909172
2003-09-03,50.989461,67300000.0,,2600000.0,132572598.6,,3.863298662704309,0.0,,,,,,,3431590725.2999997,26514519.72,599131.7250000059,0.7726597325408618,-0.050373220673876264
2003-09-04,51.176006,67500000.0,,200000.0,10235201.200000001,,0.29629629629629634,0.0,,,,,,,3454380405.0,28561559.959999997,1110891.7850000062,0.8319189918001211,-0.03555840585906145
2003-09-05,50.80962,67500000.0,,0.0,0.0,,0.0,0.0,,,,,,,3429649350.0,28561559.959999997,7677741.540000007,0.8319189918001211,0.18820702623970398
2003-09-08,51.63116,67500000.0,,0.0,0.0,,0.0,0.0,,,,,,,3485103300.0,28561559.959999997,10849232.590000007,0.8319189918001211,0.298617120876928
2003-09-09,51.276784,67500000.0,,0.0,0.0,,0.0,0.0,,,,,,,3461182920.0,28561559.959999997,16578768.090000007,0.8319189918001211,0.5038716364762712
2003-09-10,50.101595,69000000.0,,1500000.0,75152392.5,,2.1739130434782608,0.0,,,,,,,3457010055.0,17077518.740000002,20336387.715000007,0.4940418679549114,0.6125672886501843
2003-09-11,50.676008,70000000.0,,1000000.0,50676008.0,,1.4285714285714286,0.0,,,,,,,3547320560.0,25165680.1,22870188.115000006,0.7204968944099379,0.6839958600787556
2003-09-12,50.72119,70000000.0,,0.0,0.0,,0.0,0.0,,,,,,,3550483300.0,25165680.1,22870188.115000006,0.7204968944099379,0.6839958600787556
2003-09-15,50.58022,71000000.0,,1000000.0,50580220.0,,1.4084507042253522,0.0,,,,,,,3591195620.0,35281724.1,25399199.115000006,1.0021870352550084,0.7544183952900232
2003-09-16,51.380577,71000000.0,,0.0,0.0,,0.0,0.0,,,,,,,3648020967.0,35281724.1,25399199.115000006,1.0021870352550084,0.7544183952900232
2003-09-17,51.326238,71000000.0,,0.0,0.0,,0.0,0.0,,,,,,,3644162897.9999995,20251245.6,21740683.815000005,0.5674044265593562,0.6342260875977155
2003-09-18,51.762277,71000000.0,,0.0,0.0,,0.0,0.0,,,,,,,3675121667.0,10116044.0,21740683.815000005,0.28169014084507044,0.6342260875977155
2003-09-19,51.836427,71000000.0,,0.0,0.0,,0.0,0.0,,,,,,,3680386317.0,10116044.0,17542172.225000005,0.28169014084507044,0.5016207833855469
2003-09-22,51.183574,71000000.0,,0.0,0.0,,0.0,0.0,,,,,,,3634033754.0,0.0,17542172.225000005,0.0,0.5016207833855469
2003-09-23,51.752903,72000000.0,,1000000.0,51752903.0,,1.3888888888888886,0.0,,,,,,,3726209016.0000005,10350580.6,15149038.875000006,0.27777777777777773,0.4197792974215194
2003-09-24,50.6084,72300000.0,,300000.0,15182520.000000002,,0.41493775933609967,0.0,,,,,,,3658987320.0,13387084.6,19307592.165000007,0.36076532964499763,0.5487178391750323
2003-09-25,49.334131,74300000.0,,2000000.0,98668262.0,,2.691790040376851,0.0,,,,,,,3665525933.2999997,33120737.0,24241005.265000008,0.8991233377203678,0.6833073411938748
2003-09-26,48.385208,74300000.0,,0.0,0.0,,0.0,0.0,,,,,,,3595020954.4,33120737.0,24241005.265000008,0.8991233377203678,0.6833073411938748
2003-09-29,49.125498,72800000.0,,-1500000.0,-73688247.0,,-2.0604395604395602,0.0,,,,,,,3576336254.4,18383087.6,20556592.915000007,0.4870354256324558,0.5802853631718968
2003-09-30,48.624189,72800000.0,,0.0,0.0,,0.0,0.0,,,,,,,3539840959.2000003,8032507.0,20556592.915000007,0.20925764785467807,0.5802853631718968
2003-10-01,49.885832,72800000.0,,0.0,0.0,,0.0,0.0,,,,,,,3631688569.6,4996003.0,13927962.985000005,0.12627009598745814,0.3871204300366814
2003-10-02,50.176286,73800000.0,,1000000.0,50176286.0,,1.3550135501355014,0.0,,,,,,,3703009906.7999997,-4702392.2,15925017.225000005,-0.14108520206081177,0.44005629272864166
2003-10-03,51.07969,73800000.0,,0.0,0.0,,0.0,0.0,,,,,,,3769681122.0,-4702392.2,15925017.225000005,-0.14108520206081177,0.44005629272864166
2003-10-06,51.522438,75400000.0,,1600000.0,82435900.8,,2.122015915119363,0.0,,,,,,,3884791825.2000003,26522437.36,20046812.265000008,0.695405893050973,0.5461570884846098
2003-10-07,51.925557,75400000.0,,0.0,0.0,,0.0,0.0,,,,,,,3915186997.7999997,26522437.36,20046812.265000008,0.6954058930509729,0.5461570884846098
2003-10-08,51.421011,75400000.0,,0.0,0.0,,0.0,0.0,,,,,,,3877144229.4,26522437.36,16289192.640000006,0.6954058930509729,0.4374614363106968
2003-10-09,51.983948,76700000.0,,1300000.0,67579132.39999999,,1.6949152542372878,0.0,,,,,,,3987168811.6,30003006.639999997,17134348.860000007,0.7633862338713302,0.4507786275939897
2003-10-10,51.762285,76700000.0,,0.0,0.0,,0.0,0.0,,,,,,,3970167259.5,30003006.639999997,17134348.860000007,0.7633862338713302,0.4507786275939897
2003-10-13,52.608322,76700000.0,,0.0,0.0,,0.0,0.0,,,,,,,4035058297.4,13515826.479999999,14605337.860000005,0.33898305084745756,0.38035609238272217
2003-10-14,53.032971,76700000.0,,0.0,0.0,,0.0,0.0,,,,,,,4067628875.7000003,13515826.479999999,14605337.860000005,0.33898305084745756,0.3803560923827221
2003-10-15,52.587532,76700000.0,,0.0,0.0,,0.0,0.0,,,,,,,4033463704.4,13515826.479999999,14605337.860000005,0.33898305084745756,0.3803560923827221
2003-10-16,52.816711,76700000.0,,0.0,0.0,,0.0,0.0,,,,,,,4051041733.7,0.0,14605337.860000005,0.0,0.3803560923827221
2003-10-17,51.892902,76700000.0,,0.0,0.0,,0.0,0.0,,,,,,,3980185583.4,0.0,14605337.860000005,0.0,0.3803560923827221
2003-10-20,52.001126,77700000.0,,1000000.0,52001126.0,,1.287001287001287,0.0,,,,,,,4040487490.2,10400225.2,17205394.160000004,0.2574002574002574,0.44470615673278646
2003-10-21,52.408783,78200000.0,,500000.0,26204391.5,,0.639386189258312,0.0,,,,,,,4098366830.6,15641103.5,15927968.585000005,0.3852774952519198,0.4072310217512576
2003-10-22,51.177941,78200000.0,,0.0,0.0,,0.0,0.0,,,,,,,4002114986.2,15641103.5,15168842.585000005,0.3852774952519198,0.3864841337844526
2003-10-23,50.913087,77200000.0,,-1000000.0,-50913087.0,,-1.295336787564767,0.0,,,,,,,3930490316.3999996,5458486.1,7689775.135000005,0.1262101377389664,0.18712779238737176
2003-10-24,50.51123,77200000.0,,0.0,0.0,,0.0,0.0,,,,,,,3899466956.0,5458486.1,7689775.135000005,0.1262101377389664,0.18712779238737176
2003-10-27,51.397279,73500000.0,,-3700000.0,-190169932.29999998,,-5.034013605442176,0.0,,,,,,,3777700006.5,-42975725.559999995,1865690.8700000062,-1.1379928407497262,0.03844909013724096
2003-10-28,52.445975,73500000.0,,0.0,0.0,,0.0,0.0,,,,,,,3854779162.5,-48216603.86,1865690.8700000062,-1.2658700786013886,0.03844909013724096
2003-10-29,53.046785,75100000.0,,1600000.0,84874856.0,,2.130492676431425,0.0,,,,,,,3983813553.5,-31241632.659999996,6109433.670000006,-0.8397715433151036,0.1449737239588122
2003-10-30,52.905949,75100000.0,,0.0,0.0,,0.0,0.0,,,,,,,3973236769.9,-21059015.259999998,3600619.370000006,-0.5807041858021502,0.07722304645203713
2003-10-31,52.69609,75100000.0,,0.0,0.0,,0.0,0.0,,,,,,,3957476359.0,-21059015.259999998,3600619.370000006,-0.5807041858021502,0.07722304645203713
2003-11-03,53.6558,69100000.0,,-6000000.0,-321934800.0,,-8.683068017366136,0.0,,,,,,,3707615780.0,-47411988.8,-16617915.669999992,-1.3105150681869422,-0.46303115017223784
2003-11-04,53.759064,71500000.0,,2400000.0,129021753.60000001,,3.3566433566433567,0.0,,,,,,,3843773076.0,-21607638.08,-10166827.98999999,-0.6391863968582708,-0.29519898234006997
2003-11-05,53.76675,71500000.0,,0.0,0.0,,0.0,0.0,,,,,,,3844322625.0,-38582609.279999994,-10166827.98999999,-1.0652849321445559,-0.29519898234006997
2003-11-06,54.174802,72700000.0,,1200000.0,65009762.4,,1.6506189821182942,0.0,,,,,,,3938508105.4,-25580656.799999993,-10295296.48999999,-0.735161135720897,-0.2974137959460197
2003-11-07,54.174455,73300000.0,,600000.0,32504673.0,,0.8185538881309686,0.0,,,,,,,3970987551.5,-19079722.2,-8670062.839999992,-0.5714503580947032,-0.25648610153947127
2003-11-10,53.203373,73300000.0,,0.0,0.0,,0.0,0.0,,,,,,,3899807240.9,45307237.8,-8670062.839999992,1.165163245378524,-0.25648610153947127
2003-11-11,52.739048,73300000.0,,0.0,0.0,,0.0,0.0,,,,,,,3865772218.3999996,19502887.080000002,-8670062.839999992,0.49383457404985265,-0.25648610153947127
2003-11-12,53.954926,73300000.0,,0.0,0.0,,0.0,0.0,,,,,,,3954896075.8,19502887.080000002,-8670062.839999992,0.49383457404985265,-0.25648610153947127
2003-11-13,54.010598,73900000.0,,600000.0,32406358.8,,0.8119079837618403,0.0,,,,,,,3991383192.2000003,12982206.36,-7049744.899999991,0.32609237437856187,-0.21589070235137925
2003-11-14,53.186167,73900000.0,,0.0,0.0,,0.0,0.0,,,,,,,3930457741.2999997,6481271.76,-7049744.899999991,0.16238159675236813,-0.21589070235137925
2003-11-17,52.515288,77200000.0,,3300000.0,173300450.4,,4.274611398963731,0.0,,,,,,,4054180233.6,41141361.84,-984778.6799999907,1.0173038765451143,-0.06651019675325705
2003-11-18,52.0625,77200000.0,,0.0,0.0,,0.0,0.0,,,,,,,4019225000.0,41141361.84,-2294998.2549999915,1.0173038765451143,-0.09847950621617266
2003-11-19,52.458953,77200000.0,,0.0,0.0,,0.0,0.0,,,,,,,4049831171.6,41141361.84,-2294998.2549999915,1.0173038765451143,-0.09847950621617266
2003-11-20,52.202662,77200000.0,,0.0,0.0,,0.0,0.0,,,,,,,4030045506.3999996,34660090.08,250656.0950000085,0.8549222797927462,-0.0337126668379343
2003-11-21,52.489165,74200000.0,,-3000000.0,-157467495.0,,-4.0431266846361185,0.0,,,,,,,3894696043.0,3166591.080000001,-7622718.654999992,0.04629694286552244,-0.23586900106974024
2003-11-24,53.843758,74200000.0,,0.0,0.0,,0.0,0.0,,,,,,,3995206843.6,-31493499.0,1885777.960000007,-0.8086253369272237,0.01583167920236859
2003-11-25,54.217838,73500000.0,,-700000.0,-37952486.6,,-0.9523809523809524,0.0,,,,,,,3985011093.0,-39083996.32,-11846.36999999322,-0.9991015274034142,-0.031787368416679035
2003-11-26,54.436853,75700000.0,,2200000.0,119761076.6,,2.906208718626156,0.0,,,,,,,4120869772.1,-15131781.0,1732464.660000007,-0.41785978367818305,0.006998433693057504
2003-11-28,54.557465,76600000.0,,900000.0,49101718.5,,1.1749347258485638,0.0,,,,,,,4179101819.0,-5311437.3,4187550.585000007,-0.18287283850847028,0.0657451699854857
2003-12-01,55.361764,76600000.0,,0.0,0.0,,0.0,0.0,,,,,,,4240711122.4,26182061.7,4187550.585000007,0.6257524984187535,0.0657451699854857
2003-12-02,55.262215,76600000.0,,0.0,0.0,,0.0,0.0,,,,,,,4233085669.0,26182061.7,20284290.58500001,0.6257524984187535,0.49989857085379247
2003-12-03,54.427531,76600000.0,,0.0,0.0,,0.0,0.0,,,,,,,4169148874.6000004,33772559.019999996,13833202.905000007,0.8162286888949438,0.3320664030216246
2003-12-04,54.327493,76600000.0,,0.0,0.0,,0.0,0.0,,,,,,,4161485963.7999997,9820343.7,13833202.905000007,0.23498694516971277,0.3320664030216246
2003-12-05,53.815159,76600000.0,,0.0,0.0,,0.0,0.0,,,,,,,4122241179.4,0.0,10582714.785000008,0.0,0.24953545391570991
2003-12-08,54.217145,76600000.0,,0.0,0.0,,0.0,0.0,,,,,,,4153033307.0,0.0,8957481.13500001,0.0,0.20860775950916147
2003-12-09,53.369732,75400000.0,,-1200000.0,-64043678.4,,-1.5915119363395225,0.0,,,,,,,4024077792.7999997,-12808735.68,5755297.215000008,-0.3183023872679045,0.12903216269218534
2003-12-10,52.770613,75400000.0,,0.0,0.0,,0.0,0.0,,,,,,,3978904220.2,-12808735.68,5755297.215000008,-0.3183023872679045,0.12903216269218537
2003-12-11,54.216242,75400000.0,,0.0,0.0,,0.0,0.0,,,,,,,4087904646.8,-12808735.68,5755297.215000008,-0.3183023872679045,0.12903216269218537
2003-12-12,54.494246,75400000.0,,0.0,0.0,,0.0,0.0,,,,,,,4108866148.3999996,-12808735.68,4134979.2750000074,-0.3183023872679045,0.08843676350409335
2003-12-15,53.269847,75400000.0,,0.0,0.0,,0.0,0.0,,,,,,,4016546463.7999997,-12808735.68,4134979.2750000074,-0.3183023872679045,0.08843676350409335
2003-12-16,53.517739,77500000.0,,2100000.0,112387251.89999999,,2.7096774193548385,0.0,,,,,,,4147624772.5,22477450.38,1089319.3500000075,0.5419354838709677,0.010190064523648745
2003-12-17,53.605851,77500000.0,,0.0,0.0,,0.0,0.0,,,,,,,4154453452.5,22477450.38,1089319.3500000075,0.5419354838709677,0.010190064523648745
2003-12-18,54.431338,80500000.0,,3000000.0,163294014.0,,3.7267080745341614,0.0,,,,,,,4381722709.0,55136253.17999999,9254020.050000008,1.2872770987778002,0.19652546825035683
2003-12-19,54.429734,80500000.0,,0.0,0.0,,0.0,0.0,,,,,,,4381593587.0,55136253.17999999,9254020.050000008,1.2872770987778002,0.19652546825035683
2003-12-22,54.677506,80500000.0,,0.0,0.0,,0.0,0.0,,,,,,,4401539233.0,55136253.17999999,17127394.800000004,1.2872770987778002,0.39868180248216273
2003-12-23,55.242967,81400000.0,,900000.0,49718670.3,,1.1056511056511056,0.0,,,,,,,4496777513.8,42602536.86,19613328.315000005,0.9664718360370534,0.453964357764718
2003-12-24,54.975441,81400000.0,,0.0,0.0,,0.0,0.0,,,,,,,4475000897.4,42602536.86,21510952.645000007,0.9664718360370534,0.5015834053837656
2003-12-26,55.23442,81400000.0,,0.0,0.0,,0.0,0.0,,,,,,,4496081788.0,9943734.059999999,15522898.815000009,0.22113022113022113,0.3562729694524579
2003-12-29,56.148306,81400000.0,,0.0,0.0,,0.0,0.0,,,,,,,4570472108.4,9943734.059999999,13067812.890000006,0.22113022113022113,0.29752623316002963
2003-12-30,56.313121,81400000.0,,0.0,0.0,,0.0,0.0,,,,,,,4583888049.400001,9943734.059999999,13067812.890000006,0.22113022113022113,0.29752623316002963
2003-12-31,55.4638,81400000.0,,0.0,0.0,,0.0,0.0,,,,,,,4514753320.0,0.0,13067812.890000006,0.0,0.29752623316002963
2004-01-02,55.855406,81400000.0,,0.0,0.0,,0.0,0.0,,,,,,,4546630048.400001,0.0,13067812.890000006,0.0,0.29752623316002963
2004-01-05,56.659382,81400000.0,,0.0,0.0,,0.0,0.0,,,,,,,4612073694.8,0.0,13067812.890000006,0.0,0.29752623316002963
2004-01-06,56.754933,81400000.0,,0.0,0.0,,0.0,0.0,,,,,,,4619851546.2,0.0,13067812.890000006,0.0,0.29752623316002963
