date,nav,shares_outstanding,ex_dividends,shares_change,primary_flow_usd,estimated_aum_usd,primary_flow_pct,primary_flow_z,flow_5d,flow_20d,isin,ticker,currency,source,estimated_net_assets_usd,primary_flow_5d,primary_flow_20d,primary_flow_pct_5d,primary_flow_pct_20d
2000-07-12,54.005586,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,243025137.0,0.0,0.0,0.0,0.0
2000-07-13,54.259674,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,244168533.0,0.0,0.0,0.0,0.0
2000-07-14,54.247969,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,244115860.5,0.0,0.0,0.0,0.0
2000-07-17,54.499611,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,245248249.5,0.0,0.0,0.0,0.0
2000-07-18,53.61421,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,241263945.0,0.0,0.0,0.0,0.0
2000-07-19,52.767524,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,237453858.0,0.0,0.0,0.0,0.0
2000-07-20,53.456666,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,240554997.0,0.0,0.0,0.0,0.0
2000-07-21,52.252876,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,235137942.0,0.0,0.0,0.0,0.0
2000-07-24,51.408085,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,231336382.5,0.0,0.0,0.0,0.0
2000-07-25,51.414702,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,231366159.0,0.0,0.0,0.0,0.0
2000-07-26,51.366971,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,231151369.5,0.0,0.0,0.0,0.0
2000-07-27,50.151222,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,225680499.0,0.0,0.0,0.0,0.0
2000-07-28,49.012245,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,220555102.5,0.0,0.0,0.0,0.0
2000-07-31,50.052949,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,225238270.5,0.0,0.0,0.0,0.0
2000-08-01,49.774628,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,223985826.0,0.0,0.0,0.0,0.0
2000-08-02,50.030834,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,225138753.0,0.0,0.0,0.0,0.0
2000-08-03,49.953447,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,224790511.5,0.0,0.0,0.0,0.0
2000-08-04,50.371998,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,226673991.0,0.0,0.0,0.0,0.0
2000-08-07,50.998174,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,229491783.0,0.0,0.0,0.0,0.0
2000-08-08,50.892568,4500000.0,,0.0,0.0,,0.0,0.0,,,,,,,229016556.0,0.0,0.0,0.0,0.0
