date,sector,flow_dollar,flow_pct_aum,flow_zscore,flow_5d_sum,flow_20d_sum,positive_days_5d,negative_days_5d,positive_days_20d,negative_days_20d,persistence_5d,persistence_20d,n_obs_5d,n_obs_20d,price_ret_5d,price_ret_20d,price_flow_regime,price_flow_regime_5d,price_flow_regime_20d
2026-09-17,XLI,16900260.5,0.055332381679939,0.0225200153407869,-84045660.85000001,-1040062790.1,3,2,8,12,0.6,0.4,5,20,-0.0151998328676998,-0.0557379097420197,Confirmación de debilidad,Confirmación de debilidad,Confirmación de debilidad
2026-09-17,XLB,25361335.0,0.3049757692052119,0.349687816502802,-74379251.39999998,-78512058.09999996,3,2,9,10,0.6,0.4736842105263157,5,20,-0.01884198371143,-0.0463562872063986,Confirmación de debilidad,Confirmación de debilidad,Confirmación de debilidad
2026-09-17,XLU,-152132419.75,-0.7057254203394315,-2.1072016367687287,-81698465.2,106777468.29999998,2,3,10,7,0.4,0.5882352941176471,5,20,-0.0304317276268316,-0.0610007300826744,Absorción potencial,Confirmación de debilidad,Absorción potencial
2026-09-17,XLRE,352176207.6,4.268610140302711,5.0,274682014.35,152352794.85000002,1,3,6,11,0.25,0.3529411764705882,5,20,-0.0204974534127221,-0.0565661701016428,Absorción potencial,Absorción potencial,Absorción potencial
2026-09-17,XLC,67406340.6,0.2982848624305283,0.94405872581135,-162996585.3,-101614808.3,2,3,8,11,0.4,0.4210526315789473,5,20,-0.0158969888080303,0.0011745324634941,Divergencia bajista,Confirmación de debilidad,Divergencia bajista
2026-09-18,XLK,189697776.0,0.1539855004893864,0.9073010668392932,76816025.19999999,-530008494.5999999,3,2,9,11,0.6,0.45,5,20,0.0102840515447379,0.0354997257418179,Divergencia bajista,Confirmación,Divergencia bajista
2026-09-18,XLF,-791036378.65,-1.4965699003409458,-2.1295710735737843,-697573315.9,-1682749692.2999997,3,2,12,8,0.6,0.6,5,20,-0.02427946532137,-0.0191395985598864,Confirmación de debilidad,Confirmación de debilidad,Confirmación de debilidad
2026-09-18,XLV,-58965742.15,-0.1355457894365201,-0.1721640437918629,-377966715.05,-269293474.35,0,5,8,12,0.0,0.4,5,20,0.0183236500248731,-0.0232032021240333,Confirmación de debilidad,Divergencia bajista,Confirmación de debilidad
2026-09-18,XLE,-421520671.5500001,-1.0203312350090203,-1.953173073985054,-880144743.95,-980042752.45,1,4,7,13,0.2,0.35,5,20,-0.0127418151493963,0.0087842754289215,Divergencia bajista,Confirmación de debilidad,Divergencia bajista
2026-09-18,XLY,55531108.5,0.2549634967586047,0.6109843421277471,711502316.65,-131007981.34999996,3,1,6,12,0.75,0.3333333333333333,5,20,-0.0170856968910959,-0.0484230503179753,Confirmación de debilidad,Absorción potencial,Confirmación de debilidad
2026-09-18,XLP,-41424493.0,-0.2974034136243649,-0.3594598784850784,-406485381.3,-504788802.05,1,4,8,11,0.2,0.4210526315789473,5,20,-0.0069560352694348,-0.0295358257393345,Confirmación de debilidad,Confirmación de debilidad,Confirmación de debilidad
2026-09-18,XLI,-93386316.65,-0.3052570816133515,-0.5780993616906547,-211914430.9,-926820542.95,2,3,8,12,0.4,0.4,5,20,-0.0151998328676998,-0.0557379097420197,Confirmación de debilidad,Confirmación de debilidad,Confirmación de debilidad
2026-09-18,XLB,-97491515.55,-1.203722652474733,-1.603149646003805,-52144569.65,-191726896.75,3,2,8,11,0.6,0.4210526315789473,5,20,-0.01884198371143,-0.0463562872063986,Confirmación de debilidad,Confirmación de debilidad,Confirmación de debilidad
2026-09-18,XLU,-104800899.6,-0.4954839815941902,-1.4318357794191252,-184380544.0,47931645.70000002,2,3,10,7,0.4,0.5882352941176471,5,20,-0.0304317276268316,-0.0610007300826744,Absorción potencial,Confirmación de debilidad,Absorción potencial
2026-09-18,XLRE,-404009568.5,-5.202628725674509,-5.0,-129327554.14999998,-242643112.85,1,4,6,11,0.2,0.3529411764705882,5,20,-0.0204974534127221,-0.0565661701016428,Confirmación de debilidad,Confirmación de debilidad,Confirmación de debilidad
2026-09-18,XLC,116418739.5,0.5192878346230765,1.5501997664962996,133608451.79999998,70135307.70000002,3,2,9,10,0.6,0.4736842105263157,5,20,-0.0158969888080303,0.0011745324634941,Confirmación,Absorción potencial,Confirmación
2026-09-22,XLK,284582235.95,0.222850029964865,1.3831926901913834,359470630.35,-240847216.25,3,2,9,11,0.6,0.45,5,20,0.0643732983336837,0.0861868947428572,Divergencia bajista,Confirmación,Divergencia bajista
2026-09-22,XLF,1035133514.1,2.0075513182000706,2.6405915787121064,-1605273589.2000003,-1452435150.1,2,3,12,8,0.4,0.6,5,20,-0.0214012902252545,-0.0613440684824008,Confirmación de debilidad,Confirmación de debilidad,Confirmación de debilidad
2026-09-22,XLV,280281488.85,0.6470199411424986,1.719889593345675,-799759085.9500002,-144858346.70000005,1,4,9,11,0.2,0.45,5,20,0.0106525974396747,-0.0300742914223143,Confirmación de debilidad,Divergencia bajista,Confirmación de debilidad
2026-09-22,XLE,64845272.1,0.1635263374112351,0.4937951089752574,-661445398.0500001,-753973911.1999999,2,3,7,13,0.4,0.35,5,20,-0.0201354449047066,0.0109688485911942,Divergencia bajista,Confirmación de debilidad,Divergencia bajista
2026-09-22,XLY,67393923.6,0.3050229589223188,0.7281328699947254,801065959.65,48588129.10000001,4,0,7,10,1.0,0.4117647058823529,5,20,0.0001236438824483,-0.0626060724125311,Absorción potencial,Confirmación,Absorción potencial
2026-09-22,XLP,82715731.0,0.5969372000957966,0.9759144119358576,-285771088.7,-252823153.90000004,1,4,9,10,0.2,0.4736842105263157,5,20,-0.0090514927469649,-0.0512049594664396,Confirmación de debilidad,Confirmación de debilidad,Confirmación de debilidad
2026-09-22,XLI,-8513550.1,-0.0279445133791531,-0.0729790792325669,-179324713.20000002,-1112552182.9499998,2,3,7,13,0.4,0.35,5,20,0.0101105527110001,-0.0471666310526091,Confirmación de debilidad,Divergencia bajista,Confirmación de debilidad
2026-09-22,XLB,93493405.6,1.134639031380834,1.4235919688236458,16842154.949999988,-135340881.04999998,3,2,9,11,0.6,0.45,5,20,-0.0043093012390044,-0.0572716451806386,Confirmación de debilidad,Absorción potencial,Confirmación de debilidad
2026-09-22,XLU,314043407.5,1.4812738800339125,4.397566406818388,87556439.1,368834679.0,2,3,11,7,0.4,0.6111111111111112,5,20,-0.0309225772143734,-0.0735243948141598,Absorción potencial,Absorción potencial,Absorción potencial
2026-09-22,XLRE,38253530.7,0.4900626149023154,1.6907232638484164,-20027319.49999997,-159685045.84999996,3,2,8,9,0.6,0.4705882352941176,5,20,-0.0203811991801934,-0.0692217281352365,Confirmación de debilidad,Confirmación de debilidad,Confirmación de debilidad
2026-09-22,XLC,192982175.9,0.8306865369064781,2.349090328728043,423311795.9,449853468.9500001,4,1,11,8,0.8,0.5789473684210527,5,20,-0.0096380872365072,0.0054395478806017,Confirmación,Absorción potencial,Confirmación
2026-09-23,XLK,156243397.6,0.1228007544901291,0.6747456263734819,488118206.1999999,-175491885.65000007,3,2,9,11,0.6,0.45,5,20,0.0643732983336837,0.0861868947428572,Divergencia bajista,Confirmación,Divergencia bajista
2026-09-23,XLF,275363561.9,0.5335472192341217,0.6594905244706989,-1385835933.3000002,-929273264.2,2,3,13,7,0.4,0.65,5,20,-0.0214012902252545,-0.0613440684824008,Confirmación de debilidad,Confirmación de debilidad,Confirmación de debilidad
2026-09-23,XLV,236261494.0,0.5459892081137266,1.476414864552832,-412537518.4500001,-145261405.30000007,2,3,9,11,0.4,0.45,5,20,0.0106525974396747,-0.0300742914223143,Confirmación de debilidad,Divergencia bajista,Confirmación de debilidad
2026-09-23,XLE,159038150.1,0.3955644655726903,0.969778430898038,-563251326.05,-144886116.8500001,2,3,8,12,0.4,0.4,5,20,-0.0201354449047066,0.0109688485911942,Divergencia bajista,Confirmación de debilidad,Divergencia bajista
2026-09-23,XLY,38714352.25,0.1776140309774304,0.4256271711402948,228478242.55,116790291.59999987,4,0,8,9,1.0,0.4705882352941176,5,20,0.0001236438824483,-0.0626060724125311,Absorción potencial,Confirmación,Absorción potencial
2026-09-23,XLP,164893752.0,1.179789207253917,1.7008083948116817,-20855877.5,-83604109.44999999,2,3,10,9,0.4,0.5263157894736842,5,20,-0.0090514927469649,-0.0512049594664396,Confirmación de debilidad,Confirmación de debilidad,Confirmación de debilidad
2026-09-23,XLI,-59531943.8,-0.1959949821039128,-0.3759137622782903,-348474108.45000005,-1109629143.9499998,1,4,7,13,0.2,0.35,5,20,0.0101105527110001,-0.0471666310526091,Confirmación de debilidad,Divergencia bajista,Confirmación de debilidad
2026-09-23,XLB,-37688853.75,-0.4621144724544562,-0.6361286727851888,-56108894.30000001,-156951413.0,2,3,9,11,0.4,0.45,5,20,-0.0043093012390044,-0.0572716451806386,Confirmación de debilidad,Confirmación de debilidad,Confirmación de debilidad
2026-09-23,XLU,131214864.0,0.6267826247437094,1.8644698596194904,220837528.15,458920084.35,3,2,11,7,0.6,0.6111111111111112,5,20,-0.0309225772143734,-0.0735243948141598,Absorción potencial,Absorción potencial,Absorción potencial
2026-09-23,XLRE,12556532.4,0.1630877937181828,0.5639128103387528,5364057.40000003,-167537111.44999996,4,1,8,9,0.8,0.4705882352941176,5,20,-0.0203811991801934,-0.0692217281352365,Confirmación de debilidad,Absorción potencial,Confirmación de debilidad
2026-09-23,XLC,-5626192.8,-0.0244379277293445,0.029542479649381,457228332.2,461208035.6,4,1,11,8,0.8,0.5789473684210527,5,20,-0.0096380872365072,0.0054395478806017,Confirmación,Absorción potencial,Confirmación
2026-09-24,XLK,-38951941.6,-0.0307096166576443,-0.3630212115613282,552602109.75,-241868932.2000001,3,2,8,12,0.6,0.4,5,20,0.036387384819221325,0.04182730473013985,Divergencia bajista,Confirmación,Divergencia bajista
2026-09-24,XLF,13633351.5,0.0264062537315712,-0.0320813669834369,-749255148.0500002,-947673045.1500002,3,2,13,7,0.6,0.65,5,20,-0.014785370416553367,-0.04916919570471945,Confirmación de debilidad,Confirmación de debilidad,Confirmación de debilidad
2026-09-24,XLV,33969970.6,0.0779376681192404,0.2931350249044303,-327925826.75,-33201690.9,3,2,10,10,0.6,0.5,5,20,0.01759780045232051,-0.0013213059762916535,Confirmación de debilidad,Divergencia bajista,Confirmación de debilidad
2026-09-24,XLE,118975993.6,0.2938681763562638,0.7357386349997996,-134850062.05000007,48998760.74999991,3,2,9,11,0.6,0.45,5,20,-0.029563517577115173,0.0019066729487280387,Confirmación,Confirmación de debilidad,Confirmación
2026-09-24,XLY,0.0,0.0,0.0,161639384.35,181222881.25,3,0,8,8,1.0,0.5,5,20,-0.002039950300744997,-0.043808202626100856,Absorción potencial,Absorción potencial,Absorción potencial
2026-09-24,XLP,8171562.0,0.05895468279272,0.1337321394425004,83332563.19999999,-75432547.45000005,3,2,11,9,0.6,0.55,5,20,-0.002419250421912711,-0.02915276316521076,Confirmación de debilidad,Absorción potencial,Confirmación de debilidad
2026-09-24,XLI,143548914.6,0.473732902916489,0.8060076171489565,-221825454.35000005,-1137415524.25,1,4,7,13,0.2,0.35,5,20,0.00670424123046609,-0.044250304712440736,Confirmación de debilidad,Divergencia bajista,Confirmación de debilidad
2026-09-24,XLB,2484932.5,0.0307981428753293,0.0207093954014245,-78985296.80000001,-149101931.89999998,2,3,10,10,0.4,0.5,5,20,0.0007836990595611049,-0.06013188046107698,Confirmación de debilidad,Divergencia bajista,Confirmación de debilidad
2026-09-24,XLU,-11811079.500000002,-0.0570127250439028,-0.1435044325771341,361158868.4,423186350.6,3,2,10,8,0.6,0.5555555555555556,5,20,-0.03161767008945371,-0.0782651219146453,Absorción potencial,Absorción potencial,Absorción potencial
2026-09-24,XLRE,29156461.6,0.3790955836905084,1.3566534130714525,-317655688.6,-138380649.85000002,4,1,9,9,0.8,0.5,5,20,-0.014582048011730908,-0.06158026238392289,Confirmación de debilidad,Confirmación de debilidad,Confirmación de debilidad
2026-09-24,XLC,-125389602.8,-0.5405405389734744,-1.3561227360024088,264432388.79999995,369602888.70000005,3,2,11,8,0.6,0.5789473684210527,5,20,0.022762325131488348,0.0172541456016837,Confirmación,Confirmación,Confirmación
