ytd,y1,y3,y5,y10,inception,label,displayLabel,effectiveDate,as_of_date,performancePeriod
15.725726498322645,25.99551107593221,96.75641628039875,94.98575888672652,546.5296434539898,1548.3581007129442,marketPrice,QQQ (Yahoo Finance),2026-09-02,2026-09-02 22:18:05,daily
