ticker,cusip,effective_date,nav,market_value,shares_outstanding,volume_30d_avg,volume_prev_day,open,close,bid_ask_midpoint,premium_discount_pct,ytd,sec_yield_30d
QQQ,46090E103,2026-08-17,729.775883,498509905576.7,683100000,39249836,26351010,732.95,729.87,729.86,0.011526,12.253856,0.396796
