date,nav
2020-12-15,307.246507
2020-12-16,309.003883
2020-12-17,311.044973
2020-12-18,310.736449
2020-12-21,309.006133
2020-12-22,309.675867
2020-12-23,308.105567
2020-12-24,309.50961
2020-12-25,309.50961
2020-12-28,312.621196
2020-12-29,312.732234
2020-12-30,312.787641
2020-12-31,313.82604
2021-01-01,313.82604
2021-01-04,309.149156
2021-01-05,311.797486
2021-01-06,307.436549
2021-01-07,315.140303
2021-01-08,319.172204
2021-01-11,314.234468
2021-01-12,313.979507
2021-01-13,315.963311
2021-01-14,314.136706
2021-01-15,311.822501
2021-01-18,311.822501
2021-01-19,316.510737
2021-01-20,323.811971
2021-01-21,326.453091
2021-01-22,325.508043
2021-01-25,328.352649
2021-01-26,328.518752
2021-01-27,319.323875
2021-01-28,321.486451
2021-01-29,314.786663
2021-02-01,322.66282
2021-02-02,327.711061
2021-02-03,326.400599
2021-02-04,330.303704
2021-02-05,331.406401
2021-02-08,333.624999
2021-02-09,333.440981
2021-02-10,332.6644
2021-02-11,334.616803
2021-02-12,336.397694
2021-02-15,336.397694
2021-02-16,335.569653
2021-02-17,333.853831
2021-02-18,332.351562
2021-02-19,330.967184
2021-02-22,322.271493
2021-02-23,321.56278
2021-02-24,324.184942
2021-02-25,312.656328
2021-02-26,314.629954
2021-03-01,323.72326
2021-03-02,318.292589
2021-03-03,309.139153
2021-03-04,303.833516
2021-03-05,308.818048
2021-03-08,299.820625
2021-03-09,311.888474
2021-03-10,310.853733
2021-03-11,318.200868
2021-03-12,315.414678
2021-03-15,318.952346
2021-03-16,320.653592
2021-03-17,321.871849
2021-03-18,311.807746
2021-03-19,313.735916
2021-03-22,318.685091
2021-03-23,317.009927
2021-03-24,311.677627
2021-03-25,311.228575
2021-03-26,316.05962
2021-03-29,315.732173
2021-03-30,314.056732
2021-03-31,318.806646
2021-04-01,324.596959
2021-04-02,324.596959
2021-04-05,331.179292
2021-04-06,330.727293
2021-04-07,331.6567
2021-04-08,335.108902
2021-04-09,337.215095
2021-04-12,336.587334
2021-04-13,340.655485
2021-04-14,336.2172
2021-04-15,341.627971
2021-04-16,342.005003
2021-04-19,338.734387
2021-04-20,336.337253
2021-04-21,339.399844
2021-04-22,335.190376
2021-04-23,339.549764
2021-04-26,341.610819
2021-04-27,340.004708
2021-04-28,338.574419
2021-04-29,340.251817
2021-04-30,337.605512
2021-05-03,336.12053
2021-05-04,329.908123
2021-05-05,328.900676
2021-05-06,331.624412
2021-05-07,334.270094
2021-05-10,325.488886
2021-05-11,325.306049
2021-05-12,316.804392
2021-05-13,319.432364
2021-05-14,326.371778
2021-05-17,324.419066
2021-05-18,322.098397
2021-05-19,322.664536
2021-05-20,328.914278
2021-05-21,326.903524
2021-05-24,332.50415
2021-05-25,332.891416
2021-05-26,333.991322
2021-05-27,332.921139
2021-05-28,333.61499
2021-05-31,333.61499
2021-06-01,332.837102
2021-06-02,333.373987
2021-06-03,329.852825
2021-06-04,335.717997
2021-06-07,336.500831
2021-06-08,336.693089
2021-06-09,336.793165
2021-06-10,340.342278
2021-06-11,341.260797
2021-06-14,344.456189
2021-06-15,342.077969
2021-06-16,340.921997
2021-06-17,345.322578
2021-06-18,342.535569
2021-06-21,344.309274
2021-06-22,347.550599
2021-06-23,347.641888
2021-06-24,349.873371
2021-06-25,349.363417
2021-06-28,353.739704
2021-06-29,354.912476
2021-06-30,354.480447
2021-07-01,354.60641
2021-07-02,358.719766
2021-07-05,358.719766
2021-07-06,360.177563
2021-07-07,360.764356
2021-07-08,358.611035
2021-07-09,361.140834
2021-07-12,362.400171
2021-07-13,362.316676
2021-07-14,362.945283
2021-07-15,360.368219
2021-07-16,357.60301
2021-07-19,354.37979
2021-07-20,358.739509
2021-07-21,361.524167
2021-07-22,363.897478
2021-07-23,368.094877
2021-07-26,368.441821
2021-07-27,364.325068
2021-07-28,365.811561
2021-07-29,366.555476
2021-07-30,364.401408
2021-08-02,364.490182
2021-08-03,366.869628
2021-08-04,367.402566
2021-08-05,369.830574
2021-08-06,368.126513
2021-08-09,368.712409
2021-08-10,366.773834
2021-08-11,366.156618
2021-08-12,367.674327
2021-08-13,368.833808
2021-08-16,368.959874
2021-08-17,365.601861
2021-08-18,362.142718
2021-08-19,364.008593
2021-08-20,367.865407
2021-08-23,373.226527
2021-08-24,374.318417
2021-08-25,374.595711
2021-08-26,372.398693
2021-08-27,376.153433
2021-08-30,380.348835
2021-08-31,379.820104
2021-09-01,380.545242
2021-09-02,380.403135
2021-09-03,381.581212
2021-09-06,381.581212
2021-09-07,382.136921
2021-09-08,380.797436
2021-09-09,379.349248
2021-09-10,376.413379
2021-09-13,376.26105
2021-09-14,375.036207
2021-09-15,377.97183
2021-09-16,378.27113
2021-09-17,373.822036
2021-09-20,365.582074
2021-09-21,365.997452
2021-09-22,369.617608
2021-09-23,373.026636
2021-09-24,373.341101
2021-09-27,370.304054
2021-09-28,359.720428
2021-09-29,359.306876
2021-09-30,357.773843
2021-10-01,360.257971
2021-10-04,352.509528
2021-10-05,357.456638
2021-10-06,359.709907
2021-10-07,362.888963
2021-10-08,361.022878
2021-10-11,358.414747
2021-10-12,357.155737
2021-10-13,359.893211
2021-10-14,366.656804
2021-10-15,368.952073
2021-10-18,372.699472
2021-10-19,375.372047
2021-10-20,374.833953
2021-10-21,377.288657
2021-10-22,374.006448
2021-10-25,377.883671
2021-10-26,378.984608
2021-10-27,379.930007
2021-10-28,384.314669
2021-10-29,386.102542
2021-11-01,387.435062
2021-11-02,389.073552
2021-11-03,393.260229
2021-11-04,398.209358
2021-11-05,398.586226
2021-11-08,398.015431
2021-11-09,395.196176
2021-11-10,389.518858
2021-11-11,390.658837
2021-11-12,394.75606
2021-11-15,394.520279
2021-11-16,397.456259
2021-11-17,397.491251
2021-11-18,401.754865
2021-11-19,403.948979
2021-11-22,399.264554
2021-11-23,397.455664
2021-11-24,398.957274
2021-11-25,398.957274
2021-11-26,390.616522
2021-11-29,399.71919
2021-11-30,393.309356
2021-12-01,387.041469
2021-12-02,389.83988
2021-12-03,383.045934
2021-12-06,386.312585
2021-12-07,397.988746
2021-12-08,399.658952
2021-12-09,393.707493
2021-12-10,398.143045
2021-12-13,392.066566
2021-12-14,388.01452
2021-12-15,397.137164
2021-12-16,386.769603
2021-12-17,385.24186
2021-12-20,380.513274
2021-12-21,389.294821
2021-12-22,394.013428
2021-12-23,397.121969
2021-12-24,397.121969
2021-12-27,403.43386
2021-12-28,401.511828
2021-12-29,401.566808
2021-12-30,400.06991
2021-12-31,397.411496
2022-01-03,401.833674
2022-01-04,396.495766
2022-01-05,384.131149
2022-01-06,383.974101
2022-01-07,379.755907
2022-01-10,380.295349
2022-01-11,385.886712
2022-01-12,387.369379
2022-01-13,377.395884
2022-01-14,380.211766
2022-01-17,380.211766
2022-01-18,370.448796
2022-01-19,366.479542
2022-01-20,361.573524
2022-01-21,351.630838
2022-01-24,353.362058
2022-01-25,344.583519
2022-01-26,345.157247
2022-01-27,341.024174
2022-01-28,352.047355
2022-01-31,363.622995
2022-02-01,365.814735
2022-02-02,368.736342
2022-02-03,353.192289
2022-02-04,357.990878
2022-02-07,354.99429
2022-02-08,359.272777
2022-02-09,366.828433
2022-02-10,358.289315
2022-02-11,347.286499
2022-02-14,347.676097
2022-02-15,356.250668
2022-02-16,355.904185
2022-02-17,345.400258
2022-02-18,341.449483
2022-02-21,341.449483
2022-02-22,338.068348
2022-02-23,329.274096
2022-02-24,340.653608
2022-02-25,345.876693
2022-02-28,347.059258
2022-03-01,341.413553
2022-03-02,347.221874
2022-03-03,342.18259
2022-03-04,337.370838
2022-03-07,324.745143
2022-03-08,323.483974
2022-03-09,335.041816
2022-03-10,331.385648
2022-03-11,324.339227
2022-03-14,318.163911
2022-03-15,328.197752
2022-03-16,340.327251
2022-03-17,344.265445
2022-03-18,351.600668
2022-03-21,350.137844
2022-03-22,356.911239
2022-03-23,351.873934
2022-03-24,359.619127
2022-03-25,359.335961
2022-03-28,365.009956
2022-03-29,371.142217
2022-03-30,367.067669
2022-03-31,361.397679
2022-04-01,361.944946
2022-04-04,369.208425
2022-04-05,361.026632
2022-04-06,353.189739
2022-04-07,353.9909
2022-04-08,349.012039
2022-04-11,340.802737
2022-04-12,339.584192
2022-04-13,346.338275
2022-04-14,338.439261
2022-04-15,338.439261
2022-04-18,338.86472
2022-04-19,346.155698
2022-04-20,340.998141
2022-04-21,334.224941
2022-04-22,325.365965
2022-04-25,329.658534
2022-04-26,316.913614
2022-04-27,316.757111
2022-04-28,327.789449
2022-04-29,313.143113
2022-05-02,318.523949
2022-05-03,318.872113
2022-05-04,329.726127
2022-05-05,313.081738
2022-05-06,309.34009
2022-05-09,297.031871
2022-05-10,300.884037
2022-05-11,291.678094
2022-05-12,291.181746
2022-05-13,301.946807
2022-05-16,298.471492
2022-05-17,306.274803
2022-05-18,290.865014
2022-05-19,289.598892
2022-05-20,288.620031
2022-05-23,293.458023
2022-05-24,287.017604
2022-05-25,291.260944
2022-05-26,299.377009
2022-05-27,309.23898
2022-05-30,309.23898
2022-05-31,308.284153
2022-06-01,306.022321
2022-06-02,314.451244
2022-06-03,306.049079
2022-06-06,307.306815
2022-06-07,310.036485
2022-06-08,307.686218
2022-06-09,299.287263
2022-06-10,288.642792
2022-06-13,275.383182
2022-06-14,275.99349
2022-06-15,282.860448
2022-06-16,271.507466
2022-06-17,274.871776
2022-06-20,274.871776
2022-06-21,281.223287
2022-06-22,280.758014
2022-06-23,284.894895
2022-06-24,294.828707
2022-06-27,292.450532
2022-06-28,283.428344
2022-06-29,283.938598
2022-06-30,280.181078
2022-07-01,282.170539
2022-07-04,282.170539
2022-07-05,286.971678
2022-07-06,288.73985
2022-07-07,294.984192
2022-07-08,295.392898
2022-07-11,288.928912
2022-07-12,286.12005
2022-07-13,285.717757
2022-07-14,286.686898
2022-07-15,291.922742
2022-07-18,289.337152
2022-07-19,298.391333
2022-07-20,303.022344
2022-07-21,307.396783
2022-07-22,301.963404
2022-07-25,300.304701
2022-07-26,294.427158
2022-07-27,306.954776
2022-07-28,309.797795
2022-07-29,315.423454
2022-08-01,315.246611
2022-08-02,314.290857
2022-08-03,322.851511
2022-08-04,324.301069
2022-08-05,321.838634
2022-08-08,320.655213
2022-08-09,316.987513
2022-08-10,326.006095
2022-08-11,323.941604
2022-08-12,330.623186
2022-08-15,333.088076
2022-08-16,332.310949
2022-08-17,328.411207
2022-08-18,329.283933
2022-08-19,322.872699
2022-08-22,314.291392
2022-08-23,314.076632
2022-08-24,314.961901
2022-08-25,320.469038
2022-08-26,307.354069
2022-08-29,304.420428
2022-08-30,300.977593
2022-08-31,299.282454
2022-09-01,299.385996
2022-09-02,295.092525
2022-09-05,295.092525
2022-09-06,292.970339
2022-09-07,299.011186
2022-09-08,300.525944
2022-09-09,307.024404
2022-09-12,310.709791
2022-09-13,293.521942
2022-09-14,296.011622
2022-09-15,290.971995
2022-09-16,289.357527
2022-09-19,291.074762
2022-09-20,288.596069
2022-09-21,283.434266
2022-09-22,280.117842
2022-09-23,275.477244
2022-09-26,274.084665
2022-09-27,274.512615
2022-09-28,279.92032
2022-09-29,271.92865
2022-09-30,267.211377
2022-10-03,273.504025
2022-10-04,282.166168
2022-10-05,281.936805
2022-10-06,279.807658
2022-10-07,268.946296
2022-10-10,266.205562
2022-10-11,262.902057
2022-10-12,262.761049
2022-10-13,268.7971
2022-10-14,260.477248
2022-10-17,269.496154
2022-10-18,271.569236
2022-10-19,270.487707
2022-10-20,269.106382
2022-10-21,275.520791
2022-10-24,278.439344
2022-10-25,284.274814
2022-10-26,277.847737
2022-10-27,272.639851
2022-10-28,281.298733
2022-10-31,277.872911
2022-11-01,275.03197
2022-11-02,265.714621
2022-11-03,260.462783
2022-11-04,264.609664
2022-11-07,267.529299
2022-11-08,269.544086
2022-11-09,263.21305
2022-11-10,282.894854
2022-11-11,288.029058
2022-11-14,285.233965
2022-11-15,289.37669
2022-11-16,285.294389
2022-11-17,284.755253
2022-11-18,284.75448
2022-11-21,281.75153
2022-11-22,285.926441
2022-11-23,288.714956
2022-11-24,288.714956
2022-11-25,286.697009
2022-11-28,282.598
2022-11-29,280.550894
2022-11-30,293.399289
2022-12-01,293.72968
2022-12-02,292.575318
2022-12-05,287.525232
2022-12-06,281.751126
2022-12-07,280.476326
2022-12-08,283.899854
2022-12-09,282.089301
2022-12-12,285.57237
2022-12-13,288.688
2022-12-14,286.445641
2022-12-15,276.80994
2022-12-16,274.334308
2022-12-19,269.847735
2022-12-20,269.548836
2022-12-21,273.526531
2022-12-22,266.715081
2022-12-23,267.422614
2022-12-26,267.422614
2022-12-27,263.454673
2022-12-28,259.974413
2022-12-29,266.600245
2022-12-30,266.322666
2023-01-02,266.322666
2023-01-03,264.472127
2023-01-04,265.778718
2023-01-05,261.559684
2023-01-06,268.837616
2023-01-09,270.499113
2023-01-10,272.867168
2023-01-11,277.655266
2023-01-12,279.043512
2023-01-13,281.030413
2023-01-16,281.030413
2023-01-17,281.411165
2023-01-18,277.833472
2023-01-19,275.041704
2023-01-20,282.909063
2023-01-23,289.07915
2023-01-24,288.447074
2023-01-25,287.66752
2023-01-26,293.43049
2023-01-27,296.228193
2023-01-30,290.065413
2023-01-31,294.678089
2023-02-01,301.039456
2023-02-02,311.759873
2023-02-03,306.1656
2023-02-06,303.553691
2023-02-07,309.97299
2023-02-08,304.310855
2023-02-09,301.554211
2023-02-10,299.752879
2023-02-13,304.559882
2023-02-14,306.74509
2023-02-15,309.210208
2023-02-16,303.237775
2023-02-17,301.183837
2023-02-20,301.183837
2023-02-21,293.930377
2023-02-22,294.079663
2023-02-23,296.884501
2023-02-24,291.777151
2023-02-27,293.926834
2023-02-28,293.546072
2023-03-01,291.04417
2023-03-02,293.681827
2023-03-03,299.664179
2023-03-06,299.94681
2023-03-07,296.288263
2023-03-08,297.824239
2023-03-09,292.508212
2023-03-10,288.471972
2023-03-13,290.734437
2023-03-14,297.509347
2023-03-15,298.762282
2023-03-16,306.795895
2023-03-17,305.293248
2023-03-20,305.859396
2023-03-21,310.258121
2023-03-22,306.013629
2023-03-23,309.957654
2023-03-24,310.873094
2023-03-27,308.583591
2023-03-28,307.060405
2023-03-29,312.790775
2023-03-30,315.659722
2023-03-31,320.966573
2023-04-03,320.161472
2023-04-04,319.053492
2023-04-05,315.825078
2023-04-06,318.148937
2023-04-07,318.148937
2023-04-10,317.87058
2023-04-11,315.749025
2023-04-12,312.928103
2023-04-13,319.281126
2023-04-14,318.548618
2023-04-17,318.746433
2023-04-18,318.84399
2023-04-19,318.767303
2023-04-20,316.264611
2023-04-21,316.61939
2023-04-24,315.862739
2023-04-25,309.905337
2023-04-26,311.889531
2023-04-27,320.494331
2023-04-28,322.581648
2023-05-01,322.229822
2023-05-02,319.360175
2023-05-03,317.32695
2023-05-04,316.189362
2023-05-05,322.946416
2023-05-08,323.736072
2023-05-09,321.540933
2023-05-10,325.122316
2023-05-11,326.175794
2023-05-12,325.03655
2023-05-15,326.819976
2023-05-16,327.125788
2023-05-17,331.221039
2023-05-18,337.205774
2023-05-19,336.447647
2023-05-22,337.57179
2023-05-23,333.256107
2023-05-24,331.604165
2023-05-25,339.738219
2023-05-26,348.496265
2023-05-29,348.496265
2023-05-30,349.878482
2023-05-31,347.445514
2023-06-01,352.048854
2023-06-02,354.612936
2023-06-05,354.865738
2023-06-06,354.903757
2023-06-07,348.700974
2023-06-08,353.124569
2023-06-09,354.185531
2023-06-12,360.414643
2023-06-13,363.261379
2023-06-14,365.843041
2023-06-15,370.217991
2023-06-16,367.737441
2023-06-19,367.737441
2023-06-20,366.895834
2023-06-21,362.006196
2023-06-22,366.261412
2023-06-23,362.583251
2023-06-26,357.652332
2023-06-27,363.904288
2023-06-28,364.356764
2023-06-29,363.775092
2023-06-30,369.593825
2023-07-03,370.337213
2023-07-04,370.337213
2023-07-05,370.254567
2023-07-06,367.470459
2023-07-07,366.192385
2023-07-10,366.404283
2023-07-11,368.189776
2023-07-12,372.768623
2023-07-13,379.211953
2023-07-14,379.050417
2023-07-17,382.643271
2023-07-18,385.75912
2023-07-19,385.391856
2023-07-20,376.619493
2023-07-21,375.629435
2023-07-24,376.167192
2023-07-25,378.924413
2023-07-26,377.415521
2023-07-27,376.577607
2023-07-28,383.568588
2023-07-31,383.714313
2023-08-01,382.766764
2023-08-02,374.310585
2023-08-03,373.889876
2023-08-04,371.985777
2023-08-07,375.229222
2023-08-08,371.945426
2023-08-09,367.800125
2023-08-10,368.507001
2023-08-11,366.105188
2023-08-14,370.445475
2023-08-15,366.355121
2023-08-16,362.511714
2023-08-17,358.63389
2023-08-18,358.134804
2023-08-21,364.027358
2023-08-22,363.350442
2023-08-23,369.177322
2023-08-24,361.116443
2023-08-25,364.162889
2023-08-28,366.854156
2023-08-29,374.743394
2023-08-30,376.866637
2023-08-31,377.87868
2023-09-01,377.638795
2023-09-04,377.638795
2023-09-05,378.061001
2023-09-06,374.730249
2023-09-07,371.995223
2023-09-08,372.517591
2023-09-11,376.937287
2023-09-12,372.760191
2023-09-13,374.189319
2023-09-14,377.278644
2023-09-15,370.663107
2023-09-18,370.684677
2023-09-19,369.85161
2023-09-20,364.520825
2023-09-21,357.80755
2023-09-22,357.968485
2023-09-25,359.617045
2023-09-26,354.184581
2023-09-27,355.01848
2023-09-28,358.028592
2023-09-29,358.326472
2023-10-02,361.302453
2023-10-03,354.766345
2023-10-04,359.892228
2023-10-05,358.608721
2023-10-06,364.69333
2023-10-09,366.490707
2023-10-10,368.542553
2023-10-11,371.208593
2023-10-12,369.818552
2023-10-13,365.21175
2023-10-16,369.533758
2023-10-17,368.296997
2023-10-18,363.115628
2023-10-19,360.043427
2023-10-20,354.62694
2023-10-23,355.695488
2023-10-24,359.126264
2023-10-25,350.263902
2023-10-26,343.638644
2023-10-27,345.35772
2023-10-30,349.167979
2023-10-31,350.974279
2023-11-01,357.186678
2023-11-02,363.397857
2023-11-03,367.778872
2023-11-06,369.145808
2023-11-07,372.578609
2023-11-08,372.995827
2023-11-09,369.998987
2023-11-10,378.358159
2023-11-13,377.246777
2023-11-14,385.296726
2023-11-15,385.508558
2023-11-16,385.93408
2023-11-17,386.049339
2023-11-20,390.650323
2023-11-21,388.385608
2023-11-22,390.041558
2023-11-23,390.041558
2023-11-24,389.565695
2023-11-27,389.071619
2023-11-28,390.250531
2023-11-29,389.727252
2023-11-30,388.8551
2023-12-01,390.076421
2023-12-04,386.22937
2023-12-05,387.156093
2023-12-06,384.971272
2023-12-07,390.694273
2023-12-08,392.206367
2023-12-11,395.536179
2023-12-12,398.775066
2023-12-13,403.839453
2023-12-14,403.271886
2023-12-15,405.353799
2023-12-18,407.12427
2023-12-19,409.199139
2023-12-20,402.924435
2023-12-21,407.869492
2023-12-22,408.353937
2023-12-25,408.353937
2023-12-26,410.804774
2023-12-27,411.285453
2023-12-28,411.099452
2023-12-29,409.336552
2024-01-01,409.336552
2024-01-02,402.505343
2024-01-03,398.286541
2024-01-04,396.192047
2024-01-05,396.772928
2024-01-08,405.135151
2024-01-09,405.842472
2024-01-10,408.621868
2024-01-11,409.297238
2024-01-12,409.587788
2024-01-15,409.587788
2024-01-16,409.525095
2024-01-17,407.22564
2024-01-18,413.208227
2024-01-19,421.275789
2024-01-22,421.667295
2024-01-23,423.460994
2024-01-24,425.772022
2024-01-25,426.200032
2024-01-26,423.862782
2024-01-29,428.119411
2024-01-30,425.246862
2024-01-31,416.993257
2024-02-01,422.05304
2024-02-02,429.30082
2024-02-05,428.575124
2024-02-06,427.60942
2024-02-07,432.042904
2024-02-08,432.763504
2024-02-09,437.168605
2024-02-12,435.238849
2024-02-13,428.370263
2024-02-14,433.488069
2024-02-15,434.458005
2024-02-16,430.581456
2024-02-19,430.581456
2024-02-20,427.168909
2024-02-21,425.567996
2024-02-22,438.383168
2024-02-23,436.751242
2024-02-26,436.640038
2024-02-27,437.556803
2024-02-28,435.242409
2024-02-29,439.464085
2024-03-01,445.776213
2024-03-04,443.942432
2024-03-05,435.948735
2024-03-06,438.858567
2024-03-07,445.726292
2024-03-08,438.923385
2024-03-11,437.292054
2024-03-12,443.80398
2024-03-13,440.136667
2024-03-14,438.875761
2024-03-15,433.848368
2024-03-18,437.567155
2024-03-19,438.712955
2024-03-20,443.853345
2024-03-21,445.803606
2024-03-22,446.265012
2024-03-25,444.739802
2024-03-26,443.118987
2024-03-27,444.854879
2024-03-28,444.220301
2024-03-29,444.220301
2024-04-01,445.147421
2024-04-02,441.014413
2024-04-03,441.999452
2024-04-04,435.153862
2024-04-05,440.738819
2024-04-08,440.53061
2024-04-09,442.232151
2024-04-10,438.379931
2024-04-11,445.587844
2024-04-12,438.178033
2024-04-15,430.954349
2024-04-16,431.118184
2024-04-17,425.762849
2024-04-18,423.345122
2024-04-19,414.666179
2024-04-22,418.873803
2024-04-23,425.210862
2024-04-24,426.561736
2024-04-25,424.233274
2024-04-26,431.236833
2024-04-29,432.796652
2024-04-30,424.473939
2024-05-01,421.500332
2024-05-02,426.922776
2024-05-03,435.423437
2024-05-06,440.366094
2024-05-07,440.349864
2024-05-08,440.191069
2024-05-09,440.92186
2024-05-10,442.140514
2024-05-13,443.043838
2024-05-14,446.088784
2024-05-15,452.818395
2024-05-16,451.956879
2024-05-17,451.673744
2024-05-20,454.786088
2024-05-21,455.755101
2024-05-22,455.554221
2024-05-23,453.569944
2024-05-24,458.066942
2024-05-27,458.066942
2024-05-28,459.543133
2024-05-29,456.317996
2024-05-30,451.526904
2024-05-31,451.507434
2024-06-03,453.064695
2024-06-04,454.408658
2024-06-05,463.65742
2024-06-06,463.333303
2024-06-07,462.907754
2024-06-10,464.72245
2024-06-11,468.023545
2024-06-12,474.224276
2024-06-13,476.947165
2024-06-14,479.043283
2024-06-17,484.945633
2024-06-18,485.100022
2024-06-19,485.100022
2024-06-20,481.286137
2024-06-21,480.021731
2024-06-24,473.835616
2024-06-25,479.343543
2024-06-26,480.555272
2024-06-27,481.476716
2024-06-28,478.919333
2024-07-01,482.05829
2024-07-02,486.91326
2024-07-03,491.200718
2024-07-04,491.200718
2024-07-05,496.242606
2024-07-08,497.398629
2024-07-09,497.723951
2024-07-10,503.138638
2024-07-11,491.847384
2024-07-12,494.768971
2024-07-15,496.108213
2024-07-16,496.391328
2024-07-17,481.804757
2024-07-18,479.514156
2024-07-19,475.072843
2024-07-22,482.368648
2024-07-23,480.699
2024-07-24,463.133811
2024-07-25,458.222154
2024-07-26,462.940109
2024-07-29,463.808074
2024-07-30,457.402412
2024-07-31,471.210509
2024-08-01,459.724493
2024-08-02,448.786044
2024-08-05,435.503907
2024-08-06,439.954305
2024-08-07,434.847022
2024-08-08,448.14937
2024-08-09,450.586252
2024-08-12,451.345813
2024-08-13,462.640647
2024-08-14,463.033299
2024-08-15,474.50191
2024-08-16,475.034248
2024-08-19,481.301836
2024-08-20,480.168697
2024-08-21,482.720849
2024-08-22,474.635764
2024-08-23,480.204796
2024-08-26,475.226481
2024-08-27,476.807131
2024-08-28,471.192982
2024-08-29,470.574327
2024-08-30,476.681297
2024-09-02,476.681297
2024-09-03,461.702536
2024-09-04,460.814651
2024-09-05,461.060025
2024-09-06,448.744075
2024-09-09,454.590767
2024-09-10,458.687675
2024-09-11,468.614547
2024-09-12,473.141109
2024-09-13,475.425649
2024-09-16,473.213129
2024-09-17,473.447272
2024-09-18,471.306351
2024-09-19,483.432331
2024-09-20,482.253632
2024-09-23,483.045632
2024-09-24,485.296801
2024-09-25,485.969564
2024-09-26,489.443944
2024-09-27,486.850426
2024-09-30,488.129109
2024-10-01,481.135277
2024-10-02,481.935303
2024-10-03,481.707838
2024-10-04,487.584368
2024-10-07,481.881183
2024-10-08,489.350386
2024-10-09,493.266235
2024-10-10,492.613661
2024-10-11,493.347611
2024-10-14,497.403835
2024-10-15,490.608616
2024-10-16,490.951942
2024-10-17,491.34761
2024-10-18,494.595833
2024-10-21,495.498128
2024-10-22,496.034952
2024-10-23,488.328214
2024-10-24,492.361739
2024-10-25,495.264566
2024-10-28,495.233421
2024-10-29,500.090229
2024-10-30,496.123341
2024-10-31,484.063175
2024-11-01,487.549112
2024-11-04,485.85607
2024-11-05,492.272137
2024-11-06,505.743476
2024-11-07,513.542291
2024-11-08,513.994644
2024-11-11,513.728648
2024-11-12,512.854966
2024-11-13,512.014837
2024-11-14,508.627225
2024-11-15,496.473358
2024-11-18,500.04026
2024-11-19,503.579466
2024-11-20,503.15127
2024-11-21,505.03333
2024-11-22,505.900706
2024-11-25,506.592294
2024-11-26,509.460297
2024-11-27,505.151759
2024-11-28,505.151759
2024-11-29,509.690967
2024-12-02,515.380517
2024-12-03,516.973396
2024-12-04,523.37136
2024-12-05,521.775489
2024-12-06,526.634686
2024-12-09,522.255179
2024-12-10,520.489227
2024-12-11,530.124562
2024-12-12,526.503983
2024-12-13,530.567043
2024-12-16,538.276887
2024-12-17,535.948961
2024-12-18,516.684857
2024-12-19,514.278374
2024-12-20,518.621064
2024-12-23,523.053884
2024-12-24,530.209584
2024-12-25,530.209584
2024-12-26,529.49011
2024-12-27,522.30414
2024-12-30,515.587888
2024-12-31,511.107492
2025-01-01,511.107492
2025-01-02,510.212944
2025-01-03,518.801697
2025-01-06,524.479439
2025-01-07,515.07602
2025-01-08,515.304372
2025-01-09,515.304372
2025-01-10,507.200351
2025-01-13,505.662971
2025-01-14,504.996332
2025-01-15,516.680251
2025-01-16,513.111404
2025-01-17,521.619945
2025-01-20,521.619945
2025-01-21,524.657725
2025-01-22,531.623813
2025-01-23,532.786956
2025-01-24,529.696711
2025-01-27,513.955896
2025-01-28,522.120629
2025-01-29,520.863041
2025-01-30,523.211557
2025-01-31,522.525389
2025-02-03,518.126871
2025-02-04,524.675765
2025-02-05,526.892404
2025-02-06,529.708912
2025-02-07,522.856006
2025-02-10,529.370009
2025-02-11,527.840687
2025-02-12,528.469451
2025-02-13,536.042741
2025-02-14,538.151636
2025-02-17,538.151636
2025-02-18,539.359008
2025-02-19,539.623455
2025-02-20,537.099796
2025-02-21,526.073186
2025-02-24,519.719608
2025-02-25,513.277313
2025-02-26,514.387236
2025-02-27,500.233544
2025-02-28,508.407393
2025-03-03,497.237946
2025-03-04,495.474038
2025-03-05,502.195121
2025-03-06,488.225329
2025-03-07,491.931046
2025-03-10,473.212226
2025-03-11,471.896326
2025-03-12,477.225762
2025-03-13,468.232879
2025-03-14,479.966015
2025-03-17,482.575415
2025-03-18,474.577092
2025-03-19,480.743272
2025-03-20,479.364333
2025-03-21,481.219136
2025-03-24,490.874063
2025-03-25,493.483555
2025-03-26,484.460075
2025-03-27,481.578069
2025-03-28,469.00399
2025-03-31,468.948212
2025-04-01,472.788556
2025-04-02,476.362112
2025-04-03,450.620407
2025-04-04,423.284728
2025-04-07,424.080162
2025-04-08,415.800379
2025-04-09,465.778292
2025-04-10,446.288736
2025-04-11,454.716238
2025-04-14,457.286403
2025-04-15,458.115883
2025-04-16,444.185056
2025-04-17,444.193453
2025-04-18,444.193453
2025-04-21,433.242315
2025-04-22,444.626742
2025-04-23,454.764524
2025-04-24,467.438998
2025-04-25,472.752172
2025-04-28,472.620972
2025-04-29,475.480837
2025-04-30,476.152881
2025-05-01,481.397105
2025-05-02,489.097586
2025-05-05,485.813676
2025-05-06,481.522706
2025-05-07,483.383933
2025-05-08,488.139211
2025-05-09,488.101188
2025-05-12,507.793971
2025-05-13,515.807691
2025-05-14,518.766164
2025-05-15,519.263496
2025-05-16,521.606649
2025-05-19,522.075541
2025-05-20,520.13757
2025-05-21,513.152852
2025-05-22,513.951168
2025-05-23,509.16927
2025-05-26,509.16927
2025-05-27,521.304854
2025-05-28,518.948331
2025-05-29,520.059189
2025-05-30,519.553627
2025-06-02,523.212361
2025-06-03,527.365154
