date,macro_regime,macro_score,macro_conf,liquidity_regime,volatility_regime,sector_regime,financial_regime
2026-08-20 00:07:31.685531,MIXED,0.0332016890602512,0.5,ABUNDANTE,NORMAL,ROTATIONAL,
2026-08-20 20:41:18.500275,MIXED,,0.5,ABUNDANTE,NORMAL,ROTATIONAL,
2026-08-21 20:38:30.829424,MIXED,,0.5,ABUNDANTE,NORMAL,ROTATIONAL,
2026-08-22 20:35:26.220893,MIXED,,0.5,ABUNDANTE,NORMAL,ROTATIONAL,
2026-08-23 20:35:14.681928,MIXED,,0.5,ABUNDANTE,NORMAL,ROTATIONAL,
2026-08-24 20:42:10.074864,MIXED,0.1024600062561378,0.5,NEUTRAL,NORMAL,ROTATIONAL,
2026-08-25 20:41:22.792812,MIXED,,0.5,ABUNDANTE,NORMAL,ROTATIONAL,
2026-08-26 21:59:39.252637,MIXED,0.1589056013436897,0.5,NEUTRAL,NORMAL,ROTATIONAL,
2026-08-26 23:01:36.717120,MIXED,0.1591030078963126,0.5,NEUTRAL,NORMAL,ROTATIONAL,
2026-08-27 22:16:02.944579,MIXED,0.1454493750737876,0.5,ABUNDANTE,LOW,ROTATIONAL,
2026-08-28 04:15:28.313266,MIXED,0.1354526343233353,0.5,ABUNDANTE,LOW,ROTATIONAL,
2026-08-31 00:06:42.159411,MIXED,0.1183164311072996,0.5,ABUNDANTE,LOW,ROTATIONAL,
2026-08-31 21:34:46.312468,MIXED,0.1178901654427523,0.5,ABUNDANTE,LOW,ROTATIONAL,
2026-09-01 00:36:29.250529,MIXED,0.1108869374435655,0.5,ABUNDANTE,LOW,ROTATIONAL,
2026-09-01 00:56:05.328542,MIXED,0.0959244213168897,0.5,ABUNDANTE,LOW,ROTATIONAL,
2026-09-01 22:20:06.232745,MIXED,0.0655041002269255,0.5,NEUTRAL,LOW,ROTATIONAL,
2026-09-01 22:46:02.146413,MIXED,0.0675301273428801,0.5,NEUTRAL,LOW,ROTATIONAL,
