isin,fund_name,date,shares_outstanding,nav,aum,currency,nav_date,shares_date,aum_date,calculated_aum,aum_error_pct
FR0010251744,Amundi IBEX 35 UCITS ETF Dist,2026-08-12,2198737.0,213.1642,468692013.61539996,EUR,2026-08-13,2026-08-12,2026-08-12,468692013.6154,1.2717230728045028e-14
