date,nav,shares_outstanding,shares_change,total_net_assets,estimated_flow_eur,flow_pct_assets,flow_zscore,flow_5d,flow_20d
2014-02-12,6.641392,623219707.0,0.0,4139046667.09,0.0,0.0,0.049810542998281054,0.0,-3741896.0000000037
2014-02-13,6.625819,623219707.0,0.0,4129340985.7,0.0,0.0,0.049810542998281054,0.0,-2523425.4200000037
2014-02-14,6.629825,623219707.0,0.0,4131837747.17,0.0,0.0,0.049810542998281054,0.0,-2523425.4200000037
2014-02-17,6.70207,623219707.0,0.0,4176862308.88,0.0,0.0,0.09701521387481225,0.0,-2319721.1600000034
2014-02-18,6.762145,623219707.0,0.0,4214302601.04,0.0,0.0,0.10740652896053207,0.0,-2319721.1600000034
2014-02-19,6.776366,623219707.0,0.0,4223165149.21,0.0,0.0,0.10740652896053207,0.0,-2319721.1600000034
2014-02-20,6.792444,623219707.0,0.0,4233184962.87,0.0,0.0,0.10740652896053207,0.0,-1041213.4400000036
2014-02-21,6.817473,623219707.0,0.0,4248784026.16,0.0,0.0,0.10740652896053207,0.0,-1041213.4400000036
2014-02-24,6.841373,623219707.0,0.0,4263678539.35,0.0,0.0,0.10740652896053207,0.0,0.0
2014-02-25,6.808953,623219707.0,0.0,4243474202.97,0.0,0.0,0.10740652896053207,0.0,0.0
2014-02-26,6.754632,623219707.0,0.0,4209620058.05,0.0,0.0,0.10740652896053207,0.0,0.0
2014-02-27,6.765506,623219707.0,0.0,4216396994.72,0.0,0.0,0.10740652896053207,0.0,0.0
2014-02-28,6.764859,623219707.0,0.0,4215993911.98,0.0,0.0,0.10740652896053207,0.0,0.0
2014-03-03,6.66397,623219707.0,0.0,4153117836.18,0.0,0.0,0.13945722346302794,0.0,0.0
2014-03-04,6.778408,623219707.0,0.0,4224437989.42,0.0,0.0,0.13945722346302794,0.0,0.0
2014-03-05,6.738121,620219707.0,-3000000.0,4179115601.47,-20214363.0,-0.004836995414266506,-2.904823278908264,-4042872.599999982,-1010718.1500000037
2014-03-06,6.75113,620219707.0,0.0,4187184080.98,0.0,0.0,0.17939074879028463,-4042872.599999982,-1010718.1500000037
2014-03-07,6.675783,620219707.0,0.0,4140452243.43,0.0,0.0,0.17939074879028463,-4042872.599999982,-1010718.1500000037
2014-03-10,6.652271,620219707.0,0.0,4125869766.92,0.0,0.0,0.20758539285911998,-4042872.599999982,-1010718.1500000037
2014-03-11,6.648378,620219707.0,0.0,4123455300.46,0.0,0.0,0.2442730796976344,-4042872.599999982,-1010718.1500000037
2014-03-12,6.603745,620219707.0,0.0,4095773327.1,0.0,0.0,0.2442730796976344,0.0,-1010718.1500000037
2014-03-13,6.536551,620219707.0,0.0,4054098234.07,0.0,0.0,0.2442730796976344,0.0,-1010718.1500000037
2014-03-14,6.510546,620219707.0,0.0,4037969548.27,0.0,0.0,0.2442730796976344,0.0,-1010718.1500000037
2014-03-17,6.550948,620219707.0,0.0,4063027416.51,0.0,0.0,0.2442730796976344,0.0,-1010718.1500000037
2014-03-18,6.587599,620219707.0,0.0,4085758888.85,0.0,0.0,0.2442730796976344,0.0,-1010718.1500000037
2014-03-19,6.557673,620219707.0,0.0,4067198031.98,0.0,0.0,0.2442730796976344,0.0,-1010718.1500000037
2014-03-20,6.527256,620219707.0,0.0,4048333041.34,0.0,0.0,0.2442730796976344,0.0,-1010718.1500000037
2014-03-21,6.541659,613419707.0,-6800000.0,4012782860.48,-44483281.2,-0.011085394537066732,-6.088256813905456,-8896656.239999983,-3234882.2100000037
2014-03-24,6.504416,613419707.0,0.0,3989937164.56,0.0,0.0,0.2552175735314338,-8896656.239999983,-3234882.2100000037
2014-03-25,6.588595,613419707.0,0.0,4041574353.62,0.0,0.0,0.2552175735314338,-8896656.239999983,-3234882.2100000037
2014-03-26,6.59222,613419707.0,0.0,4043797756.23,0.0,0.0,0.2552175735314338,-8896656.239999983,-3234882.2100000037
2014-03-27,6.57517,613419707.0,0.0,4033338949.97,0.0,0.0,0.2552175735314338,-8896656.239999983,-3234882.2100000037
2014-03-28,6.602167,613419707.0,0.0,4049899884.7,0.0,0.0,0.2552175735314338,0.0,-3234882.2100000037
2014-03-31,6.584882,613419707.0,0.0,4039296408.61,0.0,0.0,0.2552175735314338,0.0,-3234882.2100000037
2014-04-01,6.638894,613419707.0,0.0,4072428804.05,0.0,0.0,0.2552175735314338,0.0,-3234882.2100000037
2014-04-02,6.64872,613419707.0,0.0,4078455917.87,0.0,0.0,0.2552175735314338,0.0,-2224164.060000004
2014-04-03,6.63874,613419707.0,0.0,4072334523.41,0.0,0.0,0.2552175735314338,0.0,-2224164.060000004
2014-04-04,6.684994,613019707.0,-400000.0,4098033282.15,-2673997.6,-0.0006525075361508799,-0.11508520148306312,-534799.5199999821,-2357863.940000004
2014-04-07,6.612161,612619707.0,-400000.0,4050740315.92,-2644864.4000000004,-0.0006529335858942371,-0.11224052940463315,-1063772.3999999822,-2490107.160000004
