date,NonFarm_Payrolls,Unemployment_Rate,Initial_Claims,Continuing_Claims,Avg_Hourly_Earnings,Total_Private_Employees,Manufacturing_Employees
2000-01-01,131011.0,4.0,286000.0,2102000.0,,110440.0,17284.0
2000-01-08,,,298000.0,2107000.0,,,
2000-01-15,,,289000.0,2115000.0,,,
2000-01-22,,,284000.0,2061000.0,,,
2000-01-29,,,285000.0,2164000.0,,,
2000-02-01,131120.0,4.1,,,,110521.0,17284.0
2000-02-05,,,312000.0,2160000.0,,,
2000-02-12,,,300000.0,2141000.0,,,
2000-02-19,,,283000.0,2132000.0,,,
2000-02-26,,,280000.0,2157000.0,,,
2000-03-01,131604.0,4.0,,,,110871.0,17302.0
2000-03-04,,,286000.0,2098000.0,,,
2000-03-11,,,270000.0,2099000.0,,,
2000-03-18,,,271000.0,2051000.0,,,
2000-03-25,,,272000.0,2068000.0,,,
2000-04-01,131884.0,3.8,266000.0,2026000.0,,111082.0,17299.0
2000-04-08,,,268000.0,2027000.0,,,
2000-04-15,,,259000.0,1962000.0,,,
2000-04-22,,,274000.0,2035000.0,,,
2000-04-29,,,291000.0,2027000.0,,,
2000-05-01,132105.0,4.0,,,,110958.0,17278.0
2000-05-06,,,293000.0,1991000.0,,,
2000-05-13,,,276000.0,1982000.0,,,
2000-05-20,,,280000.0,1998000.0,,,
2000-05-27,,,280000.0,1987000.0,,,
2000-06-01,132063.0,4.0,,,,111176.0,17295.0
2000-06-03,,,290000.0,2019000.0,,,
2000-06-10,,,284000.0,2020000.0,,,
2000-06-17,,,294000.0,2041000.0,,,
2000-06-24,,,296000.0,2033000.0,,,
2000-07-01,132228.0,4.0,281000.0,2052000.0,,111361.0,17322.0
2000-07-08,,,293000.0,2099000.0,,,
2000-07-15,,,303000.0,2122000.0,,,
2000-07-22,,,300000.0,2070000.0,,,
2000-07-29,,,298000.0,2085000.0,,,
2000-08-01,132234.0,4.1,,,,111397.0,17287.0
2000-08-05,,,306000.0,2096000.0,,,
2000-08-12,,,315000.0,2109000.0,,,
2000-08-19,,,318000.0,2145000.0,,,
2000-08-26,,,312000.0,2119000.0,,,
2000-09-01,132337.0,3.9,,,,111602.0,17229.0
2000-09-02,,,301000.0,2169000.0,,,
2000-09-09,,,309000.0,2139000.0,,,
2000-09-16,,,311000.0,2115000.0,,,
2000-09-23,,,288000.0,2098000.0,,,
2000-09-30,,,292000.0,2077000.0,,,
2000-10-01,132352.0,3.9,,,,111609.0,17217.0
2000-10-07,,,309000.0,2133000.0,,,
2000-10-14,,,299000.0,2124000.0,,,
2000-10-21,,,295000.0,2082000.0,,,
2000-10-28,,,301000.0,2126000.0,,,
2000-11-01,132556.0,3.9,,,,111796.0,17202.0
2000-11-04,,,331000.0,2110000.0,,,
2000-11-11,,,318000.0,2161000.0,,,
2000-11-18,,,332000.0,2279000.0,,,
2000-11-25,,,356000.0,2295000.0,,,
2000-12-01,132716.0,3.9,,,,111912.0,17181.0
2000-12-02,,,338000.0,2229000.0,,,
2000-12-09,,,321000.0,2263000.0,,,
2000-12-16,,,354000.0,2322000.0,,,
2000-12-23,,,364000.0,2340000.0,,,
2000-12-30,,,353000.0,2378000.0,,,
2001-01-01,132703.0,4.2,,,,111868.0,17105.0
2001-01-06,,,337000.0,2357000.0,,,
2001-01-13,,,318000.0,2367000.0,,,
2001-01-20,,,343000.0,2419000.0,,,
2001-01-27,,,362000.0,2440000.0,,,
2001-02-01,132788.0,4.2,,,,111882.0,17030.0
2001-02-03,,,376000.0,2489000.0,,,
2001-02-10,,,365000.0,2435000.0,,,
2001-02-17,,,358000.0,2516000.0,,,
2001-02-24,,,386000.0,2506000.0,,,
2001-03-01,132751.0,4.3,,,,111806.0,16938.0
2001-03-03,,,384000.0,2558000.0,,,
2001-03-10,,,393000.0,2557000.0,,,
2001-03-17,,,393000.0,2605000.0,,,
2001-03-24,,,378000.0,2587000.0,,,
2001-03-31,,,388000.0,2620000.0,,,
2001-04-01,132458.0,4.4,,,,111466.0,16802.0
2001-04-07,,,398000.0,2582000.0,,,
2001-04-14,,,383000.0,2742000.0,,,
2001-04-21,,,400000.0,2737000.0,,,
2001-04-28,,,406000.0,2728000.0,,,
2001-05-01,132408.0,4.3,,,,111379.0,16660.0
2001-05-05,,,381000.0,2732000.0,,,
2001-05-12,,,390000.0,2800000.0,,,
2001-05-19,,,402000.0,2819000.0,,,
2001-05-26,,,405000.0,2926000.0,,,
2001-06-01,132300.0,4.5,,,,111163.0,16513.0
2001-06-02,,,406000.0,2919000.0,,,
2001-06-09,,,411000.0,2948000.0,,,
2001-06-16,,,394000.0,2939000.0,,,
2001-06-23,,,381000.0,2972000.0,,,
2001-06-30,,,394000.0,2959000.0,,,
2001-07-01,132172.0,4.6,,,,110987.0,16381.0
2001-07-07,,,401000.0,3063000.0,,,
2001-07-14,,,405000.0,3029000.0,,,
2001-07-21,,,398000.0,2975000.0,,,
2001-07-28,,,388000.0,3056000.0,,,
2001-08-01,132021.0,4.9,,,,110803.0,16233.0
2001-08-04,,,401000.0,3079000.0,,,
2001-08-11,,,394000.0,3125000.0,,,
2001-08-18,,,402000.0,3113000.0,,,
2001-08-25,,,395000.0,3163000.0,,,
2001-09-01,131763.0,5.0,402000.0,3213000.0,,110521.0,16116.0
2001-09-08,,,408000.0,3197000.0,,,
2001-09-15,,,395000.0,3214000.0,,,
2001-09-22,,,453000.0,3302000.0,,,
2001-09-29,,,517000.0,3385000.0,,,
2001-10-01,131452.0,5.3,,,,110177.0,15973.0
2001-10-06,,,476000.0,3432000.0,,,
2001-10-13,,,482000.0,3521000.0,,,
2001-10-20,,,482000.0,3557000.0,,,
2001-10-27,,,483000.0,3600000.0,,,
2001-11-01,131144.0,5.5,,,,109818.0,15825.0
2001-11-03,,,440000.0,3616000.0,,,
2001-11-10,,,428000.0,3627000.0,,,
2001-11-17,,,431000.0,3790000.0,,,
2001-11-24,,,491000.0,3593000.0,,,
2001-12-01,130983.0,5.7,465000.0,3619000.0,,109628.0,15712.0
2001-12-08,,,393000.0,3626000.0,,,
2001-12-15,,,389000.0,3637000.0,,,
2001-12-22,,,416000.0,3591000.0,,,
2001-12-29,,,421000.0,3474000.0,,,
2002-01-01,130859.0,5.7,,,,109482.0,15588.0
2002-01-05,,,397000.0,3587000.0,,,
2002-01-12,,,418000.0,3500000.0,,,
2002-01-19,,,405000.0,3557000.0,,,
2002-01-26,,,414000.0,3558000.0,,,
2002-02-01,130737.0,5.7,,,,109347.0,15518.0
2002-02-02,,,404000.0,3537000.0,,,
2002-02-09,,,397000.0,3562000.0,,,
2002-02-16,,,397000.0,3580000.0,,,
2002-02-23,,,398000.0,3538000.0,,,
2002-03-01,130722.0,5.7,,,,109291.0,15443.0
2002-03-02,,,392000.0,3567000.0,,,
2002-03-09,,,399000.0,3567000.0,,,
2002-03-16,,,392000.0,3598000.0,,,
2002-03-23,,,415000.0,3599000.0,,,
2002-03-30,,,479000.0,3723000.0,,,
2002-04-01,130616.0,5.9,,,,109173.0,15392.0
2002-04-06,,,445000.0,3732000.0,,,
2002-04-13,,,442000.0,3650000.0,,,
2002-04-20,,,416000.0,3675000.0,,,
2002-04-27,,,414000.0,3700000.0,,,
2002-05-01,130632.0,5.8,,,,109118.0,15338.0
2002-05-04,,,409000.0,3712000.0,,,
2002-05-11,,,413000.0,3729000.0,,,
2002-05-18,,,411000.0,3695000.0,,,
2002-05-25,,,403000.0,3712000.0,,,
2002-06-01,130674.0,5.8,378000.0,3664000.0,,109125.0,15297.0
2002-06-08,,,388000.0,3681000.0,,,
2002-06-15,,,396000.0,3604000.0,,,
2002-06-22,,,388000.0,3639000.0,,,
2002-06-29,,,386000.0,3588000.0,,,
2002-07-01,130584.0,5.8,,,,109040.0,15256.0
2002-07-06,,,391000.0,3554000.0,,,
2002-07-13,,,384000.0,3495000.0,,,
2002-07-20,,,379000.0,3473000.0,,,
2002-07-27,,,390000.0,3495000.0,,,
2002-08-01,130581.0,5.7,,,,108992.0,15171.0
2002-08-03,,,388000.0,3498000.0,,,
2002-08-10,,,389000.0,3485000.0,,,
2002-08-17,,,399000.0,3531000.0,,,
2002-08-24,,,398000.0,3521000.0,,,
2002-08-31,,,394000.0,3549000.0,,,
2002-09-01,130502.0,5.7,,,,108956.0,15119.0
2002-09-07,,,416000.0,3532000.0,,,
2002-09-14,,,412000.0,3554000.0,,,
2002-09-21,,,401000.0,3579000.0,,,
2002-09-28,,,409000.0,3555000.0,,,
2002-10-01,130617.0,5.7,,,,109058.0,15059.0
2002-10-05,,,404000.0,3619000.0,,,
2002-10-12,,,405000.0,3529000.0,,,
2002-10-19,,,412000.0,3518000.0,,,
2002-10-26,,,409000.0,3557000.0,,,
2002-11-01,130616.0,5.9,,,,109035.0,14992.0
2002-11-02,,,405000.0,3557000.0,,,
2002-11-09,,,400000.0,3539000.0,,,
2002-11-16,,,389000.0,3438000.0,,,
2002-11-23,,,390000.0,3474000.0,,,
2002-11-30,,,377000.0,3404000.0,,,
2002-12-01,130465.0,6.0,,,,108877.0,14911.0
2002-12-07,,,425000.0,3537000.0,,,
2002-12-14,,,429000.0,3497000.0,,,
2002-12-21,,,394000.0,3435000.0,,,
2002-12-28,,,409000.0,3462000.0,,,
2003-01-01,130573.0,5.8,,,,108947.0,14867.0
2003-01-04,,,393000.0,3438000.0,,,
2003-01-11,,,378000.0,3388000.0,,,
2003-01-18,,,402000.0,3357000.0,,,
2003-01-25,,,407000.0,3475000.0,,,
2003-02-01,130441.0,5.9,413000.0,3368000.0,,108817.0,14780.0
2003-02-08,,,390000.0,3457000.0,,,
2003-02-15,,,420000.0,3423000.0,,,
2003-02-22,,,421000.0,3500000.0,,,
2003-03-01,130235.0,5.9,436000.0,3496000.0,,108625.0,14721.0
2003-03-08,,,424000.0,3559000.0,,,
2003-03-15,,,430000.0,3528000.0,,,
2003-03-22,,,411000.0,3585000.0,,,
2003-03-29,,,436000.0,3536000.0,,,
2003-04-01,130173.0,6.0,,,,108578.0,14608.0
2003-04-05,,,417000.0,3583000.0,,,
2003-04-12,,,434000.0,3586000.0,,,
2003-04-19,,,450000.0,3674000.0,,,
2003-04-26,,,444000.0,3676000.0,,,
2003-05-01,130197.0,6.1,,,,108630.0,14558.0
2003-05-03,,,428000.0,3730000.0,,,
2003-05-10,,,417000.0,3704000.0,,,
2003-05-17,,,425000.0,3716000.0,,,
2003-05-24,,,419000.0,3672000.0,,,
2003-05-31,,,431000.0,3774000.0,,,
2003-06-01,130186.0,6.3,,,,108580.0,14493.0
2003-06-07,,,429000.0,3682000.0,,,
2003-06-14,,,421000.0,3695000.0,,,
2003-06-21,,,408000.0,3692000.0,,,
2003-06-28,,,429000.0,3737000.0,,,
2003-07-01,130184.0,6.2,,,,108551.0,14403.0
2003-07-05,,,433000.0,3627000.0,,,
2003-07-12,,,412000.0,3599000.0,,,
2003-07-19,,,403000.0,3592000.0,,,
2003-07-26,,,398000.0,3647000.0,,,
2003-08-01,130153.0,6.1,,,,108597.0,14376.0
2003-08-02,,,401000.0,3601000.0,,,
2003-08-09,,,404000.0,3596000.0,,,
2003-08-16,,,398000.0,3603000.0,,,
2003-08-23,,,391000.0,3574000.0,,,
2003-08-30,,,407000.0,3608000.0,,,
2003-09-01,130252.0,6.1,,,,108748.0,14346.0
2003-09-06,,,422000.0,3598000.0,,,
2003-09-13,,,394000.0,3559000.0,,,
2003-09-20,,,379000.0,3588000.0,,,
2003-09-27,,,387000.0,3558000.0,,,
2003-10-01,130439.0,6.0,,,,108881.0,14334.0
2003-10-04,,,386000.0,3570000.0,,,
2003-10-11,,,376000.0,3468000.0,,,
2003-10-18,,,387000.0,3466000.0,,,
2003-10-25,,,379000.0,3441000.0,,,
2003-11-01,130480.0,5.8,363000.0,3427000.0,,108945.0,14316.0
2003-11-08,,,371000.0,3441000.0,,,
2003-11-15,,,370000.0,3331000.0,,,
2003-11-22,,,354000.0,3337000.0,,,
2003-11-29,,,357000.0,3331000.0,,,
2003-12-01,130589.0,5.7,,,,109043.0,14299.0
2003-12-06,,,367000.0,3318000.0,,,
2003-12-13,,,363000.0,3251000.0,,,
2003-12-20,,,354000.0,3254000.0,,,
2003-12-27,,,349000.0,3258000.0,,,
2004-01-01,130756.0,5.7,,,,109218.0,14291.0
2004-01-03,,,356000.0,3188000.0,,,
2004-01-10,,,354000.0,3154000.0,,,
2004-01-17,,,362000.0,3139000.0,,,
2004-01-24,,,353000.0,3142000.0,,,
2004-01-31,,,376000.0,3118000.0,,,
2004-02-01,130821.0,5.6,,,,109271.0,14279.0
2004-02-07,,,380000.0,3179000.0,,,
2004-02-14,,,356000.0,3131000.0,,,
2004-02-21,,,359000.0,3092000.0,,,
2004-02-28,,,348000.0,3057000.0,,,
2004-03-01,131140.0,5.8,,,,109552.0,14287.0
2004-03-06,,,344000.0,3072000.0,,,
2004-03-13,,,338000.0,3040000.0,,,
2004-03-20,,,346000.0,3066000.0,,,
2004-03-27,,,340000.0,3007000.0,,,
2004-04-01,131412.0,5.6,,,,109798.0,14315.0
2004-04-03,,,335000.0,2990000.0,,,
2004-04-10,,,355000.0,3022000.0,,,
2004-04-17,,,364000.0,3031000.0,,,
2004-04-24,,,339000.0,2960000.0,,,
2004-05-01,131697.0,5.6,324000.0,2998000.0,,110083.0,14342.0
2004-05-08,,,329000.0,2978000.0,,,
2004-05-15,,,349000.0,2976000.0,,,
2004-05-22,,,342000.0,3010000.0,,,
2004-05-29,,,337000.0,2916000.0,,,
2004-06-01,131794.0,5.6,,,,110193.0,14334.0
2004-06-05,,,355000.0,2923000.0,,,
2004-06-12,,,339000.0,2990000.0,,,
2004-06-19,,,354000.0,2973000.0,,,
2004-06-26,,,348000.0,2917000.0,,,
2004-07-01,131854.0,5.5,,,,110248.0,14331.0
2004-07-03,,,326000.0,2948000.0,,,
2004-07-10,,,345000.0,2852000.0,,,
2004-07-17,,,355000.0,2956000.0,,,
2004-07-24,,,348000.0,2935000.0,,,
2004-07-31,,,341000.0,2894000.0,,,
2004-08-01,131939.0,5.4,,,,110313.0,14345.0
2004-08-07,,,336000.0,2920000.0,,,
2004-08-14,,,332000.0,2889000.0,,,
2004-08-21,,,343000.0,2877000.0,,,
2004-08-28,,,352000.0,2880000.0,,,
2004-09-01,132089.0,5.4,,,,110454.0,14332.0
2004-09-04,,,326000.0,2872000.0,,,
2004-09-11,,,331000.0,2875000.0,,,
2004-09-18,,,341000.0,2865000.0,,,
2004-09-25,,,351000.0,2839000.0,,,
2004-10-01,132429.0,5.5,,,,110773.0,14332.0
2004-10-02,,,335000.0,2799000.0,,,
2004-10-09,,,338000.0,2773000.0,,,
2004-10-16,,,327000.0,2781000.0,,,
2004-10-23,,,338000.0,2774000.0,,,
2004-10-30,,,332000.0,2763000.0,,,
2004-11-01,132503.0,5.4,,,,110811.0,14306.0
2004-11-06,,,330000.0,2765000.0,,,
2004-11-13,,,337000.0,2707000.0,,,
2004-11-20,,,313000.0,2705000.0,,,
2004-11-27,,,335000.0,2761000.0,,,
2004-12-01,132630.0,5.4,,,,110937.0,14285.0
2004-12-04,,,343000.0,2725000.0,,,
2004-12-11,,,316000.0,2692000.0,,,
2004-12-18,,,322000.0,2688000.0,,,
2004-12-25,,,320000.0,2771000.0,,,
2005-01-01,132781.0,5.3,356000.0,2672000.0,,111046.0,14257.0
2005-01-08,,,369000.0,2720000.0,,,
2005-01-15,,,332000.0,2790000.0,,,
2005-01-22,,,329000.0,2706000.0,,,
2005-01-29,,,331000.0,2731000.0,,,
2005-02-01,133034.0,5.4,,,,111290.0,14272.0
2005-02-05,,,307000.0,2710000.0,,,
2005-02-12,,,308000.0,2666000.0,,,
2005-02-19,,,318000.0,2667000.0,,,
2005-02-26,,,314000.0,2703000.0,,,
2005-03-01,133154.0,5.2,,,,111414.0,14268.0
2005-03-05,,,333000.0,2658000.0,,,
2005-03-12,,,324000.0,2681000.0,,,
2005-03-19,,,329000.0,2616000.0,,,
2005-03-26,,,342000.0,2683000.0,,,
2005-04-01,133520.0,5.2,,,,111766.0,14249.0
2005-04-02,,,335000.0,2653000.0,,,
2005-04-09,,,323000.0,2626000.0,,,
2005-04-16,,,307000.0,2559000.0,,,
2005-04-23,,,317000.0,2588000.0,,,
2005-04-30,,,334000.0,2596000.0,,,
2005-05-01,133689.0,5.1,,,,111908.0,14255.0
2005-05-07,,,327000.0,2605000.0,,,
2005-05-14,,,321000.0,2568000.0,,,
2005-05-21,,,320000.0,2595000.0,,,
2005-05-28,,,340000.0,2577000.0,,,
2005-06-01,133948.0,5.0,,,,112185.0,14227.0
2005-06-04,,,338000.0,2630000.0,,,
2005-06-11,,,333000.0,2599000.0,,,
2005-06-18,,,321000.0,2602000.0,,,
2005-06-25,,,311000.0,2569000.0,,,
2005-07-01,134300.0,5.0,,,,112443.0,14225.0
2005-07-02,,,327000.0,2612000.0,,,
2005-07-09,,,338000.0,2583000.0,,,
2005-07-16,,,323000.0,2619000.0,,,
2005-07-23,,,318000.0,2592000.0,,,
2005-07-30,,,316000.0,2570000.0,,,
2005-08-01,134502.0,4.9,,,,112639.0,14200.0
2005-08-06,,,311000.0,2584000.0,,,
2005-08-13,,,319000.0,2573000.0,,,
2005-08-20,,,315000.0,2598000.0,,,
2005-08-27,,,318000.0,2568000.0,,,
2005-09-01,134552.0,5.0,,,,112707.0,14173.0
2005-09-03,,,326000.0,2575000.0,,,
2005-09-10,,,422000.0,2651000.0,,,
2005-09-17,,,424000.0,2787000.0,,,
2005-09-24,,,359000.0,2853000.0,,,
2005-10-01,134641.0,5.0,384000.0,2841000.0,,112812.0,14189.0
2005-10-08,,,383000.0,2831000.0,,,
2005-10-15,,,348000.0,2821000.0,,,
2005-10-22,,,324000.0,2772000.0,,,
2005-10-29,,,322000.0,2752000.0,,,
2005-11-01,134997.0,5.0,,,,113138.0,14184.0
2005-11-05,,,325000.0,2746000.0,,,
2005-11-12,,,309000.0,2760000.0,,,
2005-11-19,,,324000.0,2712000.0,,,
2005-11-26,,,311000.0,2587000.0,,,
2005-12-01,135159.0,4.9,,,,113280.0,14189.0
2005-12-03,,,321000.0,2589000.0,,,
2005-12-10,,,327000.0,2620000.0,,,
2005-12-17,,,312000.0,2660000.0,,,
2005-12-24,,,320000.0,2668000.0,,,
2005-12-31,,,302000.0,2660000.0,,,
2006-01-01,135427.0,4.7,,,,113580.0,14208.0
2006-01-07,,,326000.0,2561000.0,,,
2006-01-14,,,285000.0,2586000.0,,,
2006-01-21,,,290000.0,2516000.0,,,
2006-01-28,,,282000.0,2565000.0,,,
2006-02-01,135733.0,4.8,,,,113855.0,14208.0
2006-02-04,,,289000.0,2520000.0,,,
2006-02-11,,,298000.0,2517000.0,,,
2006-02-18,,,283000.0,2488000.0,,,
2006-02-25,,,293000.0,2504000.0,,,
2006-03-01,136038.0,4.7,,,20.04,114135.0,14210.0
2006-03-04,,,302000.0,2453000.0,,,
2006-03-11,,,307000.0,2474000.0,,,
2006-03-18,,,303000.0,2456000.0,,,
2006-03-25,,,295000.0,2439000.0,,,
2006-04-01,136210.0,4.7,291000.0,2405000.0,20.17,114291.0,14223.0
2006-04-08,,,299000.0,2411000.0,,,
2006-04-15,,,299000.0,2408000.0,,,
2006-04-22,,,308000.0,2424000.0,,,
2006-04-29,,,321000.0,2357000.0,,,
2006-05-01,136249.0,4.6,,,20.13,114323.0,14200.0
2006-05-06,,,347000.0,2372000.0,,,
2006-05-13,,,335000.0,2383000.0,,,
2006-05-20,,,319000.0,2399000.0,,,
2006-05-27,,,330000.0,2381000.0,,,
2006-06-01,136337.0,4.6,,,20.22,114415.0,14210.0
2006-06-03,,,307000.0,2408000.0,,,
2006-06-10,,,298000.0,2412000.0,,,
2006-06-17,,,308000.0,2395000.0,,,
2006-06-24,,,309000.0,2419000.0,,,
2006-07-01,136529.0,4.7,316000.0,2399000.0,20.29,114556.0,14185.0
2006-07-08,,,343000.0,2491000.0,,,
2006-07-15,,,318000.0,2475000.0,,,
2006-07-22,,,306000.0,2422000.0,,,
2006-07-29,,,311000.0,2460000.0,,,
2006-08-01,136692.0,4.7,,,20.32,114681.0,14154.0
2006-08-05,,,318000.0,2477000.0,,,
2006-08-12,,,310000.0,2467000.0,,,
2006-08-19,,,315000.0,2464000.0,,,
2006-08-26,,,314000.0,2457000.0,,,
2006-09-01,136826.0,4.5,,,20.4,114744.0,14120.0
2006-09-02,,,315000.0,2467000.0,,,
2006-09-09,,,314000.0,2449000.0,,,
2006-09-16,,,324000.0,2438000.0,,,
2006-09-23,,,319000.0,2440000.0,,,
2006-09-30,,,309000.0,2437000.0,,,
2006-10-01,136843.0,4.4,,,20.42,114775.0,14068.0
2006-10-07,,,316000.0,2449000.0,,,
2006-10-14,,,305000.0,2459000.0,,,
2006-10-21,,,313000.0,2428000.0,,,
2006-10-28,,,328000.0,2449000.0,,,
2006-11-01,137060.0,4.5,,,20.49,114977.0,14034.0
2006-11-04,,,319000.0,2414000.0,,,
2006-11-11,,,311000.0,2467000.0,,,
2006-11-18,,,326000.0,2506000.0,,,
2006-11-25,,,349000.0,2517000.0,,,
2006-12-01,137249.0,4.4,,,20.58,115161.0,14009.0
2006-12-02,,,327000.0,2472000.0,,,
2006-12-09,,,311000.0,2517000.0,,,
2006-12-16,,,318000.0,2513000.0,,,
2006-12-23,,,323000.0,2449000.0,,,
2006-12-30,,,341000.0,2455000.0,,,
2007-01-01,137472.0,4.6,,,20.59,115377.0,14004.0
2007-01-06,,,330000.0,2518000.0,,,
2007-01-13,,,296000.0,2507000.0,,,
2007-01-20,,,335000.0,2552000.0,,,
2007-01-27,,,308000.0,2520000.0,,,
2007-02-01,137560.0,4.5,,,20.68,115429.0,13993.0
2007-02-03,,,310000.0,2575000.0,,,
2007-02-10,,,338000.0,2527000.0,,,
2007-02-17,,,321000.0,2626000.0,,,
2007-02-24,,,322000.0,2549000.0,,,
2007-03-01,137784.0,4.4,,,20.72,115635.0,13964.0
2007-03-03,,,320000.0,2581000.0,,,
2007-03-10,,,308000.0,2511000.0,,,
2007-03-17,,,309000.0,2515000.0,,,
2007-03-24,,,303000.0,2489000.0,,,
2007-03-31,,,307000.0,2499000.0,,,
2007-04-01,137847.0,4.5,,,20.79,115672.0,13939.0
2007-04-07,,,332000.0,2497000.0,,,
2007-04-14,,,327000.0,2538000.0,,,
2007-04-21,,,321000.0,2463000.0,,,
2007-04-28,,,301000.0,2486000.0,,,
2007-05-01,137992.0,4.4,,,20.84,115799.0,13922.0
2007-05-05,,,300000.0,2429000.0,,,
2007-05-12,,,297000.0,2465000.0,,,
2007-05-19,,,310000.0,2417000.0,,,
2007-05-26,,,310000.0,2480000.0,,,
2007-06-01,138070.0,4.6,,,20.95,115863.0,13903.0
2007-06-02,,,313000.0,2452000.0,,,
2007-06-09,,,313000.0,2484000.0,,,
2007-06-16,,,320000.0,2453000.0,,,
2007-06-23,,,313000.0,2520000.0,,,
2007-06-30,,,317000.0,2501000.0,,,
2007-07-01,138044.0,4.7,,,20.94,115873.0,13881.0
2007-07-07,,,321000.0,2563000.0,,,
2007-07-14,,,317000.0,2555000.0,,,
2007-07-21,,,310000.0,2514000.0,,,
2007-07-28,,,305000.0,2537000.0,,,
2007-08-01,138013.0,4.6,,,21.0,115787.0,13821.0
2007-08-04,,,314000.0,2531000.0,,,
2007-08-11,,,316000.0,2556000.0,,,
2007-08-18,,,321000.0,2556000.0,,,
2007-08-25,,,329000.0,2569000.0,,,
2007-09-01,138099.0,4.7,314000.0,2565000.0,21.04,115820.0,13784.0
2007-09-08,,,321000.0,2537000.0,,,
2007-09-15,,,313000.0,2536000.0,,,
2007-09-22,,,302000.0,2530000.0,,,
2007-09-29,,,317000.0,2518000.0,,,
2007-10-01,138175.0,4.7,,,21.06,115878.0,13756.0
2007-10-06,,,316000.0,2521000.0,,,
2007-10-13,,,335000.0,2541000.0,,,
2007-10-20,,,334000.0,2598000.0,,,
2007-10-27,,,328000.0,2587000.0,,,
2007-11-01,138290.0,4.7,,,21.12,115956.0,13751.0
2007-11-03,,,327000.0,2617000.0,,,
2007-11-10,,,333000.0,2607000.0,,,
2007-11-17,,,332000.0,2609000.0,,,
2007-11-24,,,352000.0,2634000.0,,,
2007-12-01,138395.0,5.0,344000.0,2639000.0,21.16,116019.0,13739.0
2007-12-08,,,332000.0,2672000.0,,,
2007-12-15,,,350000.0,2737000.0,,,
2007-12-22,,,355000.0,2752000.0,,,
2007-12-29,,,360000.0,2760000.0,,,
2008-01-01,138391.0,5.0,,,21.19,116003.0,13717.0
2008-01-05,,,346000.0,2828000.0,,,
2008-01-12,,,322000.0,2752000.0,,,
2008-01-19,,,321000.0,2770000.0,,,
2008-01-26,,,366000.0,2845000.0,,,
2008-02-01,138329.0,4.9,,,21.27,115912.0,13690.0
2008-02-02,,,350000.0,2810000.0,,,
2008-02-09,,,344000.0,2846000.0,,,
2008-02-16,,,339000.0,2837000.0,,,
2008-02-23,,,354000.0,2884000.0,,,
2008-03-01,138259.0,5.1,345000.0,2867000.0,21.36,115816.0,13650.0
2008-03-08,,,348000.0,2895000.0,,,
2008-03-15,,,369000.0,2897000.0,,,
2008-03-22,,,368000.0,2938000.0,,,
2008-03-29,,,387000.0,2967000.0,,,
2008-04-01,138040.0,5.0,,,21.38,115590.0,13589.0
2008-04-05,,,354000.0,2969000.0,,,
2008-04-12,,,365000.0,2937000.0,,,
2008-04-19,,,349000.0,2964000.0,,,
2008-04-26,,,370000.0,2986000.0,,,
2008-05-01,137851.0,5.4,,,21.47,115368.0,13555.0
2008-05-03,,,370000.0,2993000.0,,,
2008-05-10,,,366000.0,2997000.0,,,
2008-05-17,,,367000.0,3016000.0,,,
2008-05-24,,,369000.0,3007000.0,,,
2008-05-31,,,362000.0,3055000.0,,,
2008-06-01,137700.0,5.6,,,21.52,115183.0,13494.0
2008-06-07,,,382000.0,3010000.0,,,
2008-06-14,,,378000.0,3057000.0,,,
2008-06-21,,,381000.0,3054000.0,,,
2008-06-28,,,392000.0,3110000.0,,,
2008-07-01,137497.0,5.8,,,21.6,114929.0,13419.0
2008-07-05,,,371000.0,3113000.0,,,
2008-07-12,,,385000.0,3104000.0,,,
2008-07-19,,,402000.0,3227000.0,,,
2008-07-26,,,434000.0,3261000.0,,,
2008-08-01,137211.0,6.1,,,21.7,114644.0,13348.0
2008-08-02,,,448000.0,3330000.0,,,
2008-08-09,,,430000.0,3327000.0,,,
2008-08-16,,,424000.0,3385000.0,,,
2008-08-23,,,421000.0,3384000.0,,,
2008-08-30,,,442000.0,3464000.0,,,
2008-09-01,136760.0,6.1,,,21.73,114223.0,13267.0
2008-09-06,,,441000.0,3420000.0,,,
2008-09-13,,,449000.0,3493000.0,,,
2008-09-20,,,483000.0,3551000.0,,,
2008-09-27,,,483000.0,3623000.0,,,
2008-10-01,136291.0,6.5,,,21.76,113742.0,13138.0
2008-10-04,,,482000.0,3676000.0,,,
2008-10-11,,,461000.0,3696000.0,,,
2008-10-18,,,478000.0,3729000.0,,,
2008-10-25,,,480000.0,3823000.0,,,
2008-11-01,135541.0,6.8,490000.0,3928000.0,21.86,112981.0,13026.0
2008-11-08,,,512000.0,4011000.0,,,
2008-11-15,,,536000.0,4002000.0,,,
2008-11-22,,,532000.0,4095000.0,,,
2008-11-29,,,529000.0,4447000.0,,,
2008-12-01,134847.0,7.3,,,21.95,112291.0,12842.0
2008-12-06,,,570000.0,4417000.0,,,
2008-12-13,,,566000.0,4445000.0,,,
2008-12-20,,,587000.0,4548000.0,,,
2008-12-27,,,533000.0,4679000.0,,,
2009-01-01,134079.0,7.8,,,21.96,111500.0,12552.0
2009-01-03,,,503000.0,4692000.0,,,
2009-01-10,,,551000.0,4760000.0,,,
2009-01-17,,,591000.0,4864000.0,,,
2009-01-24,,,586000.0,4980000.0,,,
