Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AAPL,ABBV,ABT,AEP,AMAT,AMD,AMGN,AMT,AMZN,APD,AVGO,AXP,BA,BAC,BKNG,BRK-B,C,CAT,CBRE,CEG,CL,CMCSA,COP,COST,CRH,CSCO,CTVA,CVX,D,DE,DIS,DLR,DUK,ECL,EOG,EQIX,ETN,ETR,FCX,GE,GEV,GILD,GOOG,GOOGL,GS,HD,INTC,JNJ,JPM,KMI,KO,LIN,LLY,LOW,MA,MAR,MCD,MDLZ,META,MNST,MO,MPC,MRK,MS,MSFT,MU,NEE,NEM,NFLX,NUE,NVDA,O,PEP,PFE,PG,PH,PLD,PLTR,PM,PSA,PSX,ROST,RTX,SBUX,SHW,SLB,SO,SPG,SRE,T,TJX,TMO,TMUS,TSLA,UBER,UNH,UNP,V,VLO,VMC,VST,VTR,VZ,WBD,WELL,WFC,WMB,WMT,XEL,XOM,AAPL,ABBV,ABT,AEP,AMAT,AMD,AMGN,AMT,AMZN,APD,AVGO,AXP,BA,BAC,BKNG,BRK-B,C,CAT,CBRE,CEG,CL,CMCSA,COP,COST,CRH,CSCO,CTVA,CVX,D,DE,DIS,DLR,DUK,ECL,EOG,EQIX,ETN,ETR,FCX,GE,GEV,GILD,GOOG,GOOGL,GS,HD,INTC,JNJ,JPM,KMI,KO,LIN,LLY,LOW,MA,MAR,MCD,MDLZ,META,MNST,MO,MPC,MRK,MS,MSFT,MU,NEE,NEM,NFLX,NUE,NVDA,O,PEP,PFE,PG,PH,PLD,PLTR,PM,PSA,PSX,ROST,RTX,SBUX,SHW,SLB,SO,SPG,SRE,T,TJX,TMO,TMUS,TSLA,UBER,UNH,UNP,V,VLO,VMC,VST,VTR,VZ,WBD,WELL,WFC,WMB,WMT,XEL,XOM,AAPL,ABBV,ABT,AEP,AMAT,AMD,AMGN,AMT,AMZN,APD,AVGO,AXP,BA,BAC,BKNG,BRK-B,C,CAT,CBRE,CEG,CL,CMCSA,COP,COST,CRH,CSCO,CTVA,CVX,D,DE,DIS,DLR,DUK,ECL,EOG,EQIX,ETN,ETR,FCX,GE,GEV,GILD,GOOG,GOOGL,GS,HD,INTC,JNJ,JPM,KMI,KO,LIN,LLY,LOW,MA,MAR,MCD,MDLZ,META,MNST,MO,MPC,MRK,MS,MSFT,MU,NEE,NEM,NFLX,NUE,NVDA,O,PEP,PFE,PG,PH,PLD,PLTR,PM,PSA,PSX,ROST,RTX,SBUX,SHW,SLB,SO,SPG,SRE,T,TJX,TMO,TMUS,TSLA,UBER,UNH,UNP,V,VLO,VMC,VST,VTR,VZ,WBD,WELL,WFC,WMB,WMT,XEL,XOM,AAPL,ABBV,ABT,AEP,AMAT,AMD,AMGN,AMT,AMZN,APD,AVGO,AXP,BA,BAC,BKNG,BRK-B,C,CAT,CBRE,CEG,CL,CMCSA,COP,COST,CRH,CSCO,CTVA,CVX,D,DE,DIS,DLR,DUK,ECL,EOG,EQIX,ETN,ETR,FCX,GE,GEV,GILD,GOOG,GOOGL,GS,HD,INTC,JNJ,JPM,KMI,KO,LIN,LLY,LOW,MA,MAR,MCD,MDLZ,META,MNST,MO,MPC,MRK,MS,MSFT,MU,NEE,NEM,NFLX,NUE,NVDA,O,PEP,PFE,PG,PH,PLD,PLTR,PM,PSA,PSX,ROST,RTX,SBUX,SHW,SLB,SO,SPG,SRE,T,TJX,TMO,TMUS,TSLA,UBER,UNH,UNP,V,VLO,VMC,VST,VTR,VZ,WBD,WELL,WFC,WMB,WMT,XEL,XOM,AAPL,ABBV,ABT,AEP,AMAT,AMD,AMGN,AMT,AMZN,APD,AVGO,AXP,BA,BAC,BKNG,BRK-B,C,CAT,CBRE,CEG,CL,CMCSA,COP,COST,CRH,CSCO,CTVA,CVX,D,DE,DIS,DLR,DUK,ECL,EOG,EQIX,ETN,ETR,FCX,GE,GEV,GILD,GOOG,GOOGL,GS,HD,INTC,JNJ,JPM,KMI,KO,LIN,LLY,LOW,MA,MAR,MCD,MDLZ,META,MNST,MO,MPC,MRK,MS,MSFT,MU,NEE,NEM,NFLX,NUE,NVDA,O,PEP,PFE,PG,PH,PLD,PLTR,PM,PSA,PSX,ROST,RTX,SBUX,SHW,SLB,SO,SPG,SRE,T,TJX,TMO,TMUS,TSLA,UBER,UNH,UNP,V,VLO,VMC,VST,VTR,VZ,WBD,WELL,WFC,WMB,WMT,XEL,XOM
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-26,145.22828674316406,98.0413589477539,108.4443359375,73.1937484741211,132.76783752441406,91.81999969482422,209.37637329101562,243.43374633789062,184.99099731445312,254.93174743652344,43.90230941772461,162.431640625,225.85000610351562,33.735965728759766,87.37203216552734,278.79998779296875,57.000267028808594,193.64031982421875,89.19999694824219,,74.64107513427734,46.74149703979492,47.946434020996094,400.9696350097656,43.29646301269531,48.233001708984375,40.11812973022461,82.22579193115234,60.080963134765625,332.8464050292969,173.2997283935547,129.6493377685547,86.2133560180664,207.29261779785156,58.570796966552734,751.8374633789062,144.08262634277344,43.44108581542969,34.20602798461914,62.872825622558594,,57.281776428222656,138.42405700683594,132.85691833496094,333.01422119140625,292.4254150390625,49.69986343383789,149.32127380371094,133.81689453125,13.524820327758789,49.214717864990234,278.9143371582031,232.001953125,179.48829650878906,381.3521423339844,136.8822784423828,217.50514221191406,56.79185104370117,369.21771240234375,48.0,32.34988784790039,48.54521942138672,66.08477020263672,82.17932891845703,277.400390625,74.40298461914062,67.4365463256836,52.23779296875,51.64899826049805,90.75724029541016,19.227495193481445,52.986656188964844,134.0690155029297,32.35835647583008,124.29082489013672,289.9343566894531,110.80413818359375,22.1299991607666,78.40294647216797,251.9673614501953,61.5315055847168,115.82062530517578,76.99275207519531,112.18010711669922,272.9476013183594,26.399106979370117,52.986392974853516,97.33572387695312,55.87242126464844,15.740839958190918,63.89385223388672,521.7718505859375,138.63392639160156,219.2066650390625,46.810001373291016,378.8052978515625,196.67990112304688,241.06593322753906,55.5592155456543,169.10609436035156,17.4107608795166,50.546390533447266,40.66279983520508,29.34000015258789,77.44602966308594,39.90379333496094,20.348283767700195,44.60372543334961,58.238468170166016,48.659297943115234,146.04707474588002,98.60735057256196,109.32444923395411,73.31061754433999,134.11009773379297,92.75,212.20416535582154,243.70745627710411,185.60400390625,257.0214922028643,44.027942717720656,165.08534513874505,226.1199951171875,33.8332900591298,87.58315418189066,280.25,57.059142659538374,194.59462768766716,89.62000274658203,,74.82748407221423,46.79723704003001,48.351116046918186,402.1728271701979,43.3227766476668,48.38951793101613,40.2128618421652,82.47829735815272,60.31299849452839,334.18545327793316,173.33850441129766,130.2142019875652,86.60081424965894,207.66153262236995,58.9103609572736,756.8315342359307,145.56934760258093,43.53736251309701,34.39268830995583,62.97015488383205,,57.74003318234093,138.49195507388194,133.0571387651644,333.7052312745012,292.76095187108996,49.91033932317588,149.55585449284646,134.09045176274827,13.555162739299345,49.26646624998347,280.37212414933816,233.97655198555566,179.64260358326047,381.43954542784263,136.97833412433874,218.03113023752994,57.019580892958054,371.1804873142144,48.21500015258789,32.47219386786205,48.616271497008825,66.40133606434665,82.28148082532424,278.0146107287194,75.55364701815807,67.63821212722273,53.033601440981876,52.112998962402344,90.8779255624763,19.374983858977348,53.166628667690034,134.4104351591862,32.45896631387865,124.76928303156897,290.05622077971447,110.87339657038967,22.299999237060547,78.55335793324885,252.32082141607674,61.58946019492523,115.87740245026743,77.21669842426138,112.21570371415702,274.1522681960056,26.55144405812279,53.318959051519904,97.49663400131011,56.12891548469238,15.774354487041029,64.07980356146564,525.5979719698764,139.35114680905474,222.73333740234375,47.599998474121094,382.5884087898896,198.29664183293406,241.17189686306355,55.940684527848816,171.78695607512577,17.624975860839324,50.98629256216181,40.77943737395305,31.399999618530273,78.04720916905487,40.1077037274,20.443702771344288,44.988378555680114,58.323729515277634,48.80075104225575,143.97084849928373,97.60853846100248,107.40997783632989,71.2904449089715,131.77074289775453,91.12000274658203,209.14570365286244,241.62046366982995,182.3625030517578,253.6973018898342,43.66925089468628,162.13992281111857,219.88999938964844,33.32012663539622,86.14803247830278,277.7799987792969,55.89844890359595,192.23639879560915,87.2699966430664,,73.62917379283992,46.18410351959312,46.85041979877457,398.2411080227581,43.0157730860399,47.9373603248139,39.644480011503376,80.99587119920886,59.72091184462522,328.7263291113275,170.00320469971928,128.86527654146565,85.69399443550708,204.8142676656436,57.29940663093305,746.7074158928048,143.44545807565473,42.89692303486686,33.46870759445976,61.461596028381436,,57.04848439221016,136.44797973633214,131.13864953195989,330.5425198405401,288.62861045294494,48.28143334644187,148.44378692071743,132.51093712835038,13.213817843497155,48.78346377560612,277.400483630338,231.3914473715425,175.94826424317395,376.9541667918728,132.7130690037013,215.38341096057744,56.6341996277656,365.01463145174716,47.599998474121094,32.17322244484552,47.76366352929077,65.845209670547,80.31509720872228,275.087546757428,73.63262520084263,67.02443791866386,51.779340132412564,50.9010009765625,87.91642994268074,18.848803969588506,52.64920631529975,133.18130355774275,32.0333009039366,123.35164630384068,286.71836363358983,109.97297148731037,21.479999542236328,77.61923535743479,249.55742050928757,59.83425350256014,114.06046160852372,76.51798690866327,110.56940012053549,270.93021394249445,25.69118881987845,52.79516676715688,94.89140993703889,55.628757626233764,15.645879540342497,63.057057072604685,518.0936701546763,137.352496081138,215.70333862304688,46.369998931884766,376.3870275159966,195.26859906364135,238.60951418496137,54.15200944190411,169.02922182913355,17.21477573967341,50.064190915396544,40.495133547058515,28.350000381469727,76.27019218530049,39.42505675383352,20.00636238521714,44.2378397186624,57.65872614785495,47.42783865369887,144.5264642055409,98.32435158503185,109.09761619558532,71.5492255117581,132.5281497687442,92.01000213623047,211.63177354222063,242.37315295145885,183.6584930419922,256.4395335360905,43.895026881510226,163.0339009256315,220.0,33.32012663539622,86.3215469847449,277.7799987792969,55.89844890359595,192.54837813498762,87.58999633789062,,73.80670450227883,46.35132352029839,46.968451654319324,401.13067743037374,43.22628885798753,47.9373603248139,40.03287263630837,81.01215886500188,60.256990380408176,333.0149755412307,170.2746812070003,130.06245318145602,86.22984079218828,205.9020893591626,57.47313788546059,754.0852267607864,144.49816657642222,43.01831081070972,33.69270140899078,61.607586195767624,,57.44008446268737,137.04174371939246,132.15663081880655,330.60454015160934,291.4453198210651,48.327191858332846,149.2778442282598,132.52858902235513,13.213817843497155,49.06808976369169,279.90488399786983,231.3914473715425,178.19028052294976,380.25510017930964,134.23088949805364,215.74000056161952,56.748061211189054,366.3627780766852,48.040000915527344,32.27514499214626,47.8080727705293,66.2729982000029,80.33212577378082,277.35241749273354,73.92516194924572,67.33132502294329,51.99559196838172,51.4379997253418,88.05568653260899,19.244436793032506,52.754189277185866,133.8300061143601,32.21130633164546,123.70604872597985,287.75911558359576,110.3366093939868,21.799999237060547,77.64298326399478,251.22830210830134,59.92532593525608,115.0067858660837,76.79568502882934,111.89534112639365,273.21530831093344,26.049628502480257,53.12773601543867,95.01401146757529,55.876700299497855,15.684981469705058,63.177924726172144,521.3971230141834,137.352496081138,216.99000549316406,47.040000915527344,381.8189388072662,196.44765308986126,240.06410724523346,54.16896412192213,171.4314334474365,17.383413509308536,50.56331021460158,40.73570003495899,28.43000030517578,77.14544328262616,39.42505675383352,20.07792739627907,44.51929357196124,58.153213329581796,47.56096930190375,72434100,3730100,4954800,4389600,4638200,27668500,1518500,1174400,58002000,524900,11160000,3115900,8933200,32258000,6277500,2423800,16434000,2157600,1309800,,5947500,12372292,8756300,1220000,291400,10097400,2840200,10227500,3190100,865500,5641000,974100,3170100,1013900,4237500,393900,1708400,2103000,22801000,10800049,,4314300,23052000,30572000,1559100,2752000,32881200,4484900,8208000,11899000,8681100,1398400,2678800,3422200,2285800,1781600,2638400,6054500,14925200,3594000,4249600,3948200,5071800,11420600,23176100,12023900,6014000,4609300,22545000,3235800,203943000,3046877,2999800,23720000,5925800,451100,1874500,16267900,3593600,607200,2167800,1195800,3759800,4827500,1344200,12815500,3960800,1905400,1604000,48400144,4861200,874500,3705900,76009800,12498000,2232600,2840900,4879000,3799900,842600,2420500,1319400,15330500,16584200,1582300,22976700,6158600,18517200,1540300,18387600
2021-07-27,143.06436157226562,98.1828384399414,108.70745849609375,74.62122344970703,129.3355255126953,91.02999877929688,209.03465270996094,245.3753662109375,181.3195037841797,254.7378387451172,43.275943756103516,162.74215698242188,222.27000427246094,33.603248596191406,87.97874450683594,280.7799987792969,57.17690658569336,192.60342407226562,91.3499984741211,,74.51681518554688,46.630008697509766,47.49116516113281,402.0211486816406,43.059635162353516,48.06777572631836,40.288639068603516,81.94888305664062,61.473175048828125,331.0298156738281,174.03660583496094,130.99827575683594,87.68074035644531,208.8628387451172,57.43367004394531,763.0038452148438,144.18421936035156,44.094078063964844,33.926029205322266,63.65144348144531,,57.43174362182617,135.60093688964844,130.74066162109375,332.07513427734375,288.96405029296875,48.6657829284668,150.00765991210938,133.64044189453125,13.464138984680176,49.38720703125,279.2694396972656,232.35487365722656,175.6487274169922,378.8959045410156,137.80450439453125,219.617919921875,57.133453369140625,364.6081848144531,47.59000015258789,32.47218704223633,48.261024475097656,66.60669708251953,82.1282730102539,274.99151611328125,72.37467193603516,68.26952362060547,53.04225158691406,51.89099884033203,91.33283996582031,19.14179229736328,53.271610260009766,134.81161499023438,32.582794189453125,124.79582977294922,289.8874206542969,111.85173797607422,21.68000030517578,79.0362548828125,252.16018676757812,61.71363067626953,115.10137939453125,79.02617645263672,112.15342712402344,275.0892639160156,26.1481990814209,53.65983200073242,96.44688415527344,56.697486877441406,15.752007484436035,63.64280319213867,522.915771484375,138.49050903320312,214.92666625976562,45.81999969482422,380.23431396484375,194.75050354003906,241.7210235595703,55.5931282043457,169.74989318847656,17.565723419189453,50.79172134399414,40.96896743774414,28.829999923706055,78.0383529663086,40.0190544128418,20.093826293945312,44.606842041015625,59.21890640258789,48.11845397949219,145.44275893789174,98.46583737897151,109.99587536056909,74.9384385761327,131.95292671023074,94.0999984741211,209.82917572549007,245.90566294246125,184.9250030517578,256.98631976593003,43.863140910786235,164.79360086616256,225.6999969482422,33.83328852574899,88.11622034167954,281.0899963378906,57.53016040867216,193.6678389543776,91.44000244140625,,75.06715028692953,47.044072074714265,47.73565832222088,402.22957858271457,43.11226578437675,48.18081592755449,40.336006925702534,82.03848078151066,61.8332263375364,334.8970786223924,174.0947772636854,131.31021243380133,87.94454075128372,209.28850739881946,57.96275641805702,763.6383105995642,145.1907536993982,44.34104675483201,34.308688555566356,65.54931211529532,,57.53172863481183,138.78735119655704,133.2177048189699,332.3409240055848,293.04341367852976,48.68408563494312,150.05978601644273,134.55815205840102,13.52482237011917,49.62871151054153,280.932813468735,232.81274928654733,179.4701441019151,383.7599018642618,137.84293839816874,220.24195836277528,57.457523546769934,369.9016960963588,48.290000915527344,32.608082879406105,48.38536223644012,66.84625770219381,82.6134833017492,277.9089731585834,72.93049974845825,68.37474491880862,53.12875100389117,52.19499969482422,91.90843066731303,19.55436484344968,53.526566344797864,135.4261808117965,32.66018977408826,125.47805493243281,292.6064573658561,111.99026795015318,22.110000610351562,79.40832156587815,253.18041094223702,61.82953985954762,116.64389205315312,80.13694825752474,112.26911777935553,275.9975711509478,26.38118529372095,53.90094449200157,97.1824757852801,56.787255310905515,15.8637244398263,64.13558763425377,527.0771373928593,138.72958254174665,222.1666717529297,46.65999984741211,380.38087836330067,196.8674495797761,243.39717197181025,55.64398901364307,170.0573686656748,17.583954996822463,51.09626915221903,41.07102491742291,29.579999923706055,78.31242451045333,40.23182890020563,20.197197109437333,44.71942498536506,59.397943492883435,48.26822317488082,141.87516288945258,97.18403284980815,108.51691958260814,72.89322355236963,126.15247927171606,89.0999984741211,207.92404904409238,242.93768746215466,179.3074951171875,251.3519183970056,42.58769408397694,159.9378842540089,220.4199981689453,33.143172112174234,86.29177810416952,276.9100036621094,56.167601698229845,189.9424008683916,88.87000274658203,,74.06412706412898,46.40704875195263,46.65650633468937,399.42527266027497,42.708771041041786,47.64170647989736,39.227664838200006,80.58863572713587,59.800922326302036,328.23941508563456,171.19579257360013,128.86527622446528,85.77643145275235,202.20343589566346,56.56501357921796,748.1032300983888,142.48511319510422,43.198299599711625,33.29137415218806,62.28887466246073,,56.89850293269688,133.91927620849248,128.9604574478291,327.0963149106512,287.9044634892126,47.869634396610145,148.278735662658,132.18447677143647,13.327601005740934,49.09395417727288,276.2136709047598,231.4772726361935,173.81518646448475,374.6435807761878,134.98982194660258,217.57640621869396,56.67799363706255,361.3765536706244,47.33000183105469,32.152832213686985,47.61268944241916,65.65700567771269,81.31107057716034,271.54620828066527,70.70718849876586,66.73508147573634,51.779341620497355,51.20500183105469,87.96286672452433,18.676401037537744,52.72419447664601,134.03487026793704,32.18034895870914,124.04270792414827,286.4839250291951,110.12015293292346,21.09000015258789,78.27629159043754,250.48126393497733,60.27304060082989,114.38217839112397,78.3005925815654,111.06775451176738,267.16318182646796,25.574695610636255,52.57898694848256,95.66531402929205,55.47487629834841,15.573261484294205,63.252301190692904,520.2335141555985,137.2855692113348,209.0800018310547,44.76499938964844,375.06802374786525,194.00019527653453,239.11048704548546,54.19439774072265,165.7814347191435,17.082597043868343,50.02189359635865,40.444097221273,28.75,76.68570099715085,39.24775323727743,19.95864814035891,44.39419133307809,57.93153703386112,47.602569962823424,145.35501995009983,98.0413421455519,108.51691958260814,73.07687676146895,131.95292671023074,92.94000244140625,208.55623641650376,243.77591442314218,184.9250030517578,253.6885529838518,43.76755116088446,160.4084004870521,223.1699981689453,33.37321204173182,87.2537428837389,278.07000732421875,56.41992952433652,190.42872570219336,89.19000244140625,,74.36591914507424,46.71759871566132,47.34783847871756,401.69903500042756,42.94560382101397,48.15473100304025,39.78657158356313,81.4927537040633,60.27299594723176,329.98107221173257,172.82465175533028,129.64933744962556,86.04023184759076,205.31557590784905,57.96275641805702,750.1606372065186,143.24231773140386,43.39085297598236,33.804700710103496,64.86802211901649,,57.09846660193775,138.78735119655704,133.07051150862503,330.0021041692838,292.9639487102098,48.6108748090378,149.26048815058036,132.71391251417427,13.464138984680178,49.257832804329084,278.1480519447373,232.47888740176077,179.43382840659797,378.63378412583876,135.6910886010727,217.67447037390812,56.861926984952,368.67250006703915,48.125,32.29552167631637,47.95018007174149,66.02490420865172,81.61751986594642,277.76502450299625,72.93049974845825,67.41023307603854,52.220493926666585,51.80799865722656,89.28114756551648,19.19859503384595,52.76168628199093,134.27386664028614,32.3660924571541,124.17560541766268,288.20913575337613,110.47512443192355,21.959999084472656,78.52170074459971,252.1842852000005,60.877423296983245,115.78273379344658,78.47078713304315,112.19792457443697,270.56689760493816,26.01378441910264,52.86166979337388,96.61545248730533,55.87243526381639,15.645876517875609,63.614911205405065,521.0223921272865,138.51919668687722,221.13333129882812,46.540000915527344,377.39468814763006,195.84024281161473,240.0448898461317,54.8556141317864,167.51103009693617,17.392526908993744,50.47871208159676,40.58260340357165,29.020000457763672,77.18963029438703,39.53145029913871,20.173343122523903,44.71942498536506,58.15320479045265,48.26822317488082,104818600,3773100,5630800,3547100,6344100,69427000,2166400,1229200,82638000,680200,14715000,7922600,8784200,39121400,7782500,3390300,17127700,2472000,1884400,,4136700,12404195,7363600,1666500,353800,14738700,2860100,8332100,3188500,986900,6684100,814500,2036000,1550000,4977300,392400,1326600,1432600,17933500,23964901,,5813000,42164000,54710000,1791800,2910300,39878000,7089300,11218700,12360300,12794400,1551300,2116500,4106100,2783800,1668700,3135200,6916800,15705400,6477400,5008300,3625600,8136000,8972900,33604100,23940500,7592100,4155200,27590000,2848300,248863000,3615406,4043900,32544100,7075400,517500,1631900,23078700,2889300,698900,1932500,2150500,8429700,6110900,1709200,9333500,5830100,1960700,2447000,45261337,3789300,1091500,4110400,98439900,16874200,2630600,3199000,7038300,4769100,498400,2575900,1483400,15225800,6553000,1629600,22124500,5859400,15395700,2448000,16861400
