fecha,XLK_flow,XLF_flow,XLE_flow,XLI_flow,XLY_flow,XLP_flow,XLV_flow,XLU_flow,XLRE_flow,dispersion,breadth,XLY,XLV,XLF,XLI,XLRE,XLK,XLP,XLU,XLE
2026-04-05 21:10:26,0.0032529805004429,0.3767405306680573,-0.478803780556496,-0.1214335556093263,0.3121123438386485,-0.1511010160993137,0.4206751029426092,-0.0270641745881879,0.0111870177625011,0.2895568995938722,0.5555555555555556,,,,,,,,,
2026-04-05 22:36:22,0.0032528245909712,0.3767408721039793,-0.478803154329147,-0.1214335778722756,0.3121117765554081,-0.1511010186606869,0.4206751030382483,-0.0270642017893882,0.0111869464601601,0.2895567483472403,0.5555555555555556,,,,,,,,,
2026-04-05 22:50:32,0.0032528245909713,0.3767408721039785,-0.478803780556496,-0.1214335778728346,0.3121117765203886,-0.1511009976707793,0.4206751029426088,-0.027064202419194,0.0111870178543267,0.2895568856085609,0.5555555555555556,,,,,,,,,
2026-04-05 22:55:49,0.0032528245909716,0.3767405306680574,-0.4788037807465283,-0.1214335778736933,0.3121123438386469,-0.1511009976696918,0.4206751029426006,-0.0270642017875405,0.0111870178543231,0.2895569027977215,0.5555555555555556,,,,,,,,,
2026-04-05 23:01:07,0.0032529805033292,0.3767405306680574,-0.4788031543428776,-0.1214335556098665,0.3121117765554079,-0.1511009976696906,0.4206750947118207,-0.0270642017875397,0.0111869464601605,0.2895566914869582,0.5555555555555556,,,,,,,,,
2026-04-05 23:05:16,0.003252824543793,0.376740872103978,-0.4788037807465282,-0.1214335778722764,0.3121123438440262,-0.151101018660687,0.4206751029426169,-0.0270642017893875,0.0111869462486293,0.2895569552278598,0.5555555555555556,,,,,,,,,
2026-04-05 23:08:04,0.0032529805033292,0.3767405306680576,-0.4788037801169027,-0.1214335556098711,0.3121117765250404,-0.1511010161005163,0.4206750947118123,-0.027064201787542,0.0111869464601609,0.2895568327089852,0.5555555555555556,,,,,,,,,
2026-04-05 23:10:47,0.0032528245437926,0.3767405306703367,-0.4788037805564955,-0.1214335778728332,0.3121117765203888,-0.1511009976707793,0.4206750947118212,-0.0270642024191934,0.0111870177625072,0.2895568343817776,0.5555555555555556,,,,,,,,,
2026-04-05 23:13:36,0.0032528245899688,0.3767408578017747,-0.4788031543428799,-0.1214335556098668,0.3121123438440245,-0.1511010160993132,0.4206750947117452,-0.0270642017875412,0.0111869464601612,0.2895568101732903,0.5555555555555556,,,,,,,,,
2026-04-11 23:48:46,0.1855238978546047,0.4331613716618441,-0.9058928876207004,0.3422030286338525,0.5586057042994308,-0.0004506357951225,0.4443692570537765,-0.0048810201463551,0.2453880323747612,0.4390797550914591,0.6666666666666666,,,,,,,,,
2026-04-12 00:08:38,0.1855238978546047,0.4331613716618441,-0.9058928876207004,0.3422030286338525,0.5586057042994308,-0.0004506357951225,0.4443692570537765,-0.0048810201463551,0.2453880323747612,0.4390797550914591,0.6666666666666666,,,,,,,,,
2026-04-12 00:23:00,0.1855238978546047,0.4331613716618441,-0.9058928876207004,0.3422030286338525,0.5586057042994308,-0.0004506357951225,0.4443692570537765,-0.0048810201463551,0.2453880323747612,0.4390797550914591,0.6666666666666666,,,,,,,,,
2026-04-12 00:51:39,0.1855238978546047,0.4331613716618441,-0.9058928876207004,0.3422030286338525,0.5586057042994308,-0.0004506357951225,0.4443692570537765,-0.0048810201463551,0.2453880323747612,0.4390797550914591,0.6666666666666666,,,,,,,,,
2026-04-12 01:02:55,0.1855238978546047,0.4331613716618441,-0.9058928876207004,0.3422030286338525,0.5586057042994308,-0.0004506357951225,0.4443692570537765,-0.0048810201463551,0.2453880323747612,0.4390797550914591,0.6666666666666666,,,,,,,,,
2026-04-12 01:24:32,0.1855238978546047,0.4331613716618441,-0.9058928876207004,0.3422030286338525,0.5586057042994308,-0.0004506357951225,0.4443692570537765,-0.0048810201463551,0.2453880323747612,0.4390797550914591,0.6666666666666666,,,,,,,,,
2026-04-12 01:51:35,0.1855238978546047,0.4331613716618441,-0.9058928876207004,0.3422030286338525,0.5586057042994308,-0.0004506357951225,0.4443692570537765,-0.0048810201463551,0.2453880323747612,0.4390797550914591,0.6666666666666666,,,,,,,,,
2026-04-12 03:25:25,0.1855238978546047,0.4331613716618441,-0.9058928876207004,0.3422030286338525,0.5586057042994308,-0.0004506357951225,0.4443692570537765,-0.0048810201463551,0.2453880323747612,0.4390797550914591,0.6666666666666666,,,,,,,,,
2026-04-12 04:36:21,0.1855238978546047,0.4331613716618441,-0.9058928876207004,0.3422030286338525,0.5586057042994308,-0.0004506357951225,0.4443692570537765,-0.0048810201463551,0.2453880323747612,0.4390797550914591,0.6666666666666666,,,,,,,,,
2026-04-12 04:46:49,0.1855238978546047,0.4331613716618441,-0.9058928876207004,0.3422030286338525,0.5586057042994308,-0.0004506357951225,0.4443692570537765,-0.0048810201463551,0.2453880323747612,0.4390797550914591,0.6666666666666666,,,,,,,,,
2026-04-12 04:52:19,0.1855238978546047,0.4331613716618441,-0.9058928876207004,0.3422030286338525,0.5586057042994308,-0.0004506357951225,0.4443692570537765,-0.0048810201463551,0.2453880323747612,0.4390797550914591,0.6666666666666666,,,,,,,,,
2026-04-14 02:34:09,0.1779167598297343,0.3732572106042742,-0.8818939350473735,0.2867273282659829,0.5831957390173667,-0.072557615547168,0.3737511155205762,-0.1047458536814833,0.2146382957342285,0.4290540540436742,0.6666666666666666,,,,,,,,,
2026-04-14 02:51:51,0.1779167598297334,0.3732572106042761,-0.8818939350473781,0.2867273282659831,0.5831957390173611,-0.0725576155471676,0.3737511155205759,-0.1047458536814823,0.2146382957342293,0.4290540540436749,0.6666666666666666,,,,,,,,,
